code,product_name,brands,ingredients_text,quantity,silver_cereal_type,manual_cereal_type,silver_grain_type,manual_grain_type,silver_is_low_sugar,manual_is_low_sugar,silver_is_high_fibre,manual_is_high_fibre,silver_nova_class,manual_nova_class,silver_is_vegan,manual_is_vegan,silver_is_whole_grain,manual_is_whole_grain,silver_is_organic,manual_is_organic
8017596130266,Muesli croccante al cioccolato fondente e nocciole,"Tre Mulini, Eurospin","Muesli 86% [fiocchi d'AVENA integrale 47%, zucchero, estruso di riso e FRUMENTO 12% (farina di FRUMENTO, amido di mais, farina di malto d'ORZO, farina di riso, sale, farina di malto d'ORZO e FRUMENTO), olio di semi di girasole, farina di FRUMENTO, sale, sciroppo di zucchero caramellato, cocco grattugiato, antiossidante: estratto ricco di tocoferolo], pezzi di cioccolato fondente 11% (cacao 50%) (pasta di cacao, zucchero, burro di cacao, emulsionante: lecitine (colza)), NOCCIOLE tritate e tostate 3%. Può contenere tracce di ARACHIDI, altra FRUTTA A GUSCIO, SEMI DI SESAMO, LATTE, SOIA, SENAPE e LUPINI.",500g,chocolate_cereal,muesli,multigrain,multigrain,False,False,True,False,ultra_processed,ultra_processed,False,False,True,True,False,False
0038000045301,Cracklin' Oat Bran,Kellogg's,"Whole grain oats, sugar, wheat bran, vegetable oil (palm, palm kernel and/or soybean oil with TBHQ for freshness), oat bran, corn syrup, wheat starch, coconut, contains 2% or less of molasses, malt flavor, cinnamon, salt, baking soda, soy lecithin, natural and artificial flavor, nutmeg. Vitamins and Minerals: Vitamin C (sodium ascorbate and ascorbic acid), niacinamide, vitamin B6 (pyridoxine hydrochloride), vitamin B1 (thiamin hydrochloride), vitamin B2 (riboflavin), vitamin A palmitate, zinc oxide, calcium pantothenate, vitamin B12, reduced iron, folic acid, vitamin D.",482 g,,oat_cereal,,oat,False,False,True,True,ultra_processed,ultra_processed,,False,True,True,False,False
8003144003359,Fiocchi avena integrale mignon,"Ki, Ki Group","100% avena integrale biologica, Da agricoltura UE (Italiana), Allergeni: Può contenere soia, frutta a guscio, semi di sesamo e altri cereali",500 g,oat_cereal,oat_cereal,oat,oat,True,True,True,True,,natural,,True,True,True,True,True
14465871,Quinoa soufflé,Simplement bon et bio,Graines de quinoa soufflées issues de l'agriculture biologique,200 g,,other,,other,True,True,True,False,natural,processed,True,True,False,True,True,True
8436015590274,Copos de trigo,Biogoret,Copos de trigo*. (* Ingredientes procedentes de la agricultura ecológica).,500 g,,other,,wheat,True,True,True,False,natural,processed,True,True,False,False,True,True
5059319016542,Pépites d'avoine croustillantes - copeaux de chocolat noir,Kellogg's,"_Avoine_ complète (66%), chocolat noir (10%) (pâte de cacao, sucre, matière grasse du _lait_, émulsifiant {lécithine de tournesol)), sucre, huile de tournesol, farine de _blé_ (6%), fibre de maïs, sirop de glucose, _orge_ soufflé (2%), émulsifiant (lécithine de _soja_), arôme naturel d'épices, arôme naturel, extrait de malt d'_orge_.",320 g,chocolate_cereal,granola,multigrain,oat,True,False,True,False,ultra_processed,ultra_processed,False,False,False,True,False,False
29310692,Porridge Multigrain Oats,M&S Food,"Wholegrain Oat Flakes (39%), Wholegrain Barley Flakes (18%), Oat Bran (16%), Fructo-oligosaccharides, Wholegrain Rye Flakes (6%), Golden Linseed (5%), Wholegrain Spelt Flakes (5%)",500 g,,oat_cereal,,multigrain,True,True,True,True,ultra_processed,natural,True,True,True,True,False,False
7802000011313,Granola avena miel y almendras,Quaker,"Hojuela de avena tradicional (77%), oligofructosa, azúcar, maltitol, almendras fileteadas con piel (2,8%), grasa de palma, inulina, leche descremada en polvo, miel (0,4%), COCo rallado, saborizantes naturales. Contiene gluten (avena), nueces y derivados, leche y productos lácteos. Puede contener gluten (trigo), maní, soya y sus derivados.",380 g,muesli,granola,multigrain,oat,False,False,False,False,ultra_processed,ultra_processed,False,False,False,True,False,False
9000331606101,Knusper Müsli,Manner,"Vollkorn-_Haferflocken_ (47%), Zucker, Oligofruktose, _Weizenmehl_ (5%), pflanzliche Fette (Kokosfett, Palmfett), _Weizenvollkornmehl_ (5%), pflanzliche Öle (Palm, Sonnenblumen), gemahlene _Haselnüsse_ (2%), Kokosraspeln, fettarmes Kakaopulver, Glukosesirup, Salz, natürliches Aroma, Karamellzuckersirup, Emulgator: Lecithine (_Soja_), Backtriebmittel: Natriumhydrogencarbonat.",500 g,muesli,muesli,multigrain,multigrain,True,False,True,False,ultra_processed,ultra_processed,True,False,True,True,False,False
0074312785740,Multi Grain Cheerios,"General Mills,Cheerios","Whole Grain Oats, Whole Grain Corn, Sugar, Corn Starch, Corn Bran, Whole Grain Rice, Whole Grain Sorghum, Whole Grain Millet, Brown Sugar Syrup, Salt, Tripotassium Phosphate, Color (caramel color, annatto extract), Vitamin E (mixed tocopherols), Vitamins and Minerals (Calcium Carbonate, Zinc, Iron, niacinamide, calcium pantothenate, vitamin C (sodium ascorbate), Vitamin B6 (pyridoxine hydrochloride), Vitamin B2 (riboflavin), Vitamin B1 (thiamin mononitrate), folic acid, Vitamin A (palmitate), Vitamin B12, Vitamin D).",2 lb 5.5 oz (37.5 oz) 1.06 kg,,mixed,,multigrain,False,False,True,False,ultra_processed,ultra_processed,,True,True,True,False,False
4058172786150,Hafer Crunchy,"DmBio, dm","48% Bio Haferflocken, Bio Weizenflocken, Bio Reissirup, Bio Rapsöl, Bio Kokosraspeln, Bio Vollrohrzucker, Bio Reis gepufft, Meersalz.",500 g,muesli,granola,multigrain,multigrain,False,False,True,False,processed,processed,True,True,False,True,True,True
8008696028591,Crunchy Muesli Fragola e Mandorle,"Nutri Free, Nutrifree","fiocchi di grano saraceno 17,3%, miglio estruso 17,3% (miglio 31%, granella di mais, riso, zucchero di canna, sale), zucchero, farina di riso, olio di colza, fiocchi di mais (farina di mais 98%, sale), farina di _soia_, riso estruso (riso 93%, zucchero di canna, sale), cocco grattugiato disidratato 3%, fecola di patate, _mandorle_ 2,5%, amaranto soffiato 1,5%, fragole liofilizzate in pezzi 1,5%, miele 0,5%, aroma naturale di fragola, antiossidanti: ascorbil palmitato, estratto ricco in tocoferolo.",340 g,muesli,muesli,multigrain,multigrain,False,False,False,False,ultra_processed,ultra_processed,False,False,False,False,False,False
4000540011364,Kölln Müsli Nuss & Krokant,Kölln,"Vollkorn-_Haferflocken_ (67%), Nusskernmischung (_Cashewkernstücke_, _Pekannusskernstücke_ (2%), gehobelte _Mandeln_), _Hafer_-Vollkornmehl (6%), _Weizenflakes_, Sonnenblumenkerne, Zucker, Kürbiskerne (2%), Karamellsirup, gestiftelte _Mandeln_, gehackte _Haselnusskerne_, _Weizenmehl_, _Gerstenmalzextrakt_, Maisstärke, Dextrose, Speisesalz.",500 g,muesli,muesli,multigrain,oat,False,False,True,False,ultra_processed,processed,True,True,True,True,False,False
8008698002223,Corn Flakes,Schär,"Mais 93%, zucchero, sale, emulsionante: lecitina di girasole; vitamine (niacina, acido pantotenico, vitamina B6, riboflavina, tiamina, acido folico, biotina, vitamina B12).",250g ℮ 8.8 oz,corn_flakes,corn_flakes,corn,corn,True,False,False,False,ultra_processed,ultra_processed,True,True,False,False,False,False
8033520530780,Fiocchi d'avena,MaxiDì,Fiocchi di avena. Può contenere semi di sesamo.,500g,oat_cereal,oat_cereal,oat,oat,True,,True,,natural,natural,True,True,False,,False,False
7610900198344,Swiss Müesli - Classic,Emmi,"Jogurt 50 %, Früchte 30 % (Äpfel 20 %, Ananas 9 %, Bananen 1 %), Zucker, Vollkornflocken 7 % (Weizen, Dinkelweizen, Hafer), Wasser, Zitronensaftkonzentrat, Verdickungsmittel Pektin, Haselnüsse 0,1 %, natürliches Aroma.",300g,muesli,muesli,multigrain,multigrain,False,False,False,False,ultra_processed,ultra_processed,False,False,True,True,False,False
3250391635283,Muesli floconneux morceaux de fruits,"Chabrior,Intermarché,Antartic II","Céréales complètes 69% (flocons d'avoine complète, flocons de blé complet, flocons d'orge complète), mélange de fruits secs en proportion variable 30% [raisins sultanine (raisins, huile de tournesol), papayes deshydratées (papayes, sucre), lamelles de noix de coco toastées, noisettes grillées hachées, rondelles de bananes deshydratées (bananes, huile de noix de coco, sucre, arôme naturel de banane), noix du Brésil effilées, lamelles de pommes (pommes, antioxydant: acide ascorbique), amandes effilées grillées], graines de tournesol. *Les ingrédients ne sont pas français. Traces éventuelles d'arachides, lait, autres fruits à coque.",750 g,muesli,muesli,multigrain,multigrain,False,False,True,True,ultra_processed,processed,,True,True,True,False,False
8001863007313,Fiocchi di avena integrali mignon bio,Stella,Fiocchi di avena,500g,oat_cereal,oat_cereal,oat,oat,True,True,True,True,natural,natural,True,True,True,True,True,True
7772602003149,Avena Laminada,"Princesa,Simsa",Hojuela de avena.,400 g,oat_cereal,oat_cereal,oat,oat,False,True,False,False,natural,natural,True,True,False,True,False,False
5600317470050,Eveil du boudha,Iswari,"KION: Omega 3-5g/100g Omega 6-2.1g/100g Valeur Nutrifionnelle de Rererence Mélange de sarrasin moulu, graines, farine d'amande, fruits et sUcre de fleurs de coco 100% INGREDIENTS ISSUS DE L'AGRICULTURE BIOLOGIQUE: Sarrasin moulu, lucuma en poudre, chia moulue (Salvia hispanica) (10%), lin moulu, sucre de fleurs de coco, poudre de mangue lyophilisée (9%), sarrasin activé, amandes moulues (6 %), baobab en poudre (pulpe du Fruit du baobab) (3%).",414 g,,muesli,,other,False,False,True,False,processed,processed,True,True,False,True,True,True
8000113009688,Delizie al cioccolato e nocciole,"Molino Nicoli, Vitabella","Crema di cioccolato e nocciole* (35%) (zucchero*, grassi vegetali* (olio di girasole*, burro di cacao*), nocciole in pasta* (13% equivalente a 4,5% nel prodotto finito), latte scremato in polvere*, cacao magro*, emulsionante: lecitina di girasole*, estratto naturale di vaniglia*), farina di riso* (18,6%), farina di avena senza glutine* (17%), farina di mais (16,5%)*, zucchero*, sale marino, estratti vegetali (carota, zucca, ravanello, ribes nero, mela). Può contenere tracce di mandorle.",300 g,,other,,multigrain,False,False,False,False,ultra_processed,ultra_processed,False,False,False,False,True,True
8001863200134,Corn flakes biologici,Res Novae,"Farina di mais 85%, sciroppo di riso, sale",220g,corn_flakes,corn_flakes,corn,corn,True,True,False,False,processed,processed,True,True,False,False,False,True
3329483901206,Flocons de sarrasin,Markal,Sarrasin biologique,500 g,,other,,other,True,True,False,False,natural,natural,True,True,False,True,True,True
0055577105498,Harvest Crunch Apple Crumble Granola Cereal,Quaker,"WHOLE GRAIN ROLLED OATS, ROLLED WHOLE WHEAT, BROWN SUGAR, VEGETABLE OIL, MODIFIED MILK INGREDIENTS, DRIED COCONUT, APPLES, HONEY BLEND, COCONUT OIL, ALMONDS, CINNAMON, SALT, NATURAL FLAVOUR. CONTAINS OAT, WHEAT, MILK, AND ALMOND INGREDIENTS.",470 g,oat_cereal,granola,oat,multigrain,False,False,True,False,ultra_processed,ultra_processed,False,False,True,True,False,False
8480000094889,Copos de trigo integral y arroz 0% azúcares añadidos,Hacendado,"Cereales [trigo integral 65%, arroz 43%], extracto de malta de cebada, sal. Puede contener trazas de soja, productos lácteos y otros frutos de cáscara.",500 g,,mixed,,multigrain,True,True,True,,processed,processed,True,True,True,True,False,False
7771401000212,Riwis Snacks,"Riwis Snacks,Albocorp","Arroz, quinoa, edulcurantes (E-954, E-952).",250 g,,puffed_rice,,rice,False,True,False,False,ultra_processed,ultra_processed,,True,False,False,False,False
7613033149825,Nestum Trigo y Miel,"Nestlé, Nestum","Harina de trigo, azúcar, miel, carbonato de calcio, hidrogenofosfato dipotásico, vitamina C (L-ácido ascórbico), fumarato ferroso (hierro), vainillina (sabor artificial), sulfato de zinc, vitamina E (DL-acetato de alta tocofenil), culturas bífidas (Bifidobacterium Lactis), niacina (nicotinamida), vitamina B5 (pantotenato cálcico), vitamina B1 (mononitrato de tiamina), vitamina B2 (riboflavina), acetato (vitamina A), vitamina B6 (clorhidrato de piridoxina), vitamina B9 (ácido fólico), vitamina B7 (biotina), vitamina D3 (colecalciferol), vitamina B12 (cianocobalamina).",9.5 oz (270 g),,other,,wheat,False,False,False,False,ultra_processed,ultra_processed,False,False,False,False,False,False
8030582013817,Pillows con crema al cacao e nocciole,Primia,"Farine 51% (farina d'AVENA integrale, farina di FRUMENTO, farina di riso), crema al cacao e nocciole 35% (zucchero, oli vegetali (girasole, colza, palma, burro di karitè), siero di LATTE in polvere, olio di cocco, cacao in polvere 1,6%, NOCCIOLE macinate 1,0%, burro di cacao, emulsionanti: lecitine, aromi naturali), zucchero, crusca di FRUMENTO, coloranti: caroteni, estratto di paprica; sale, vitamine [tiamina, riboflavina, niacina, vitamina B6, acido folico, vitamina B121, difosfato ferrico.",375 g,chocolate_cereal,other,,multigrain,False,False,False,False,ultra_processed,ultra_processed,False,False,True,True,False,False
7802000015014,Avena integral multisemillas,Quaker,"Instantánea, pasa de uva negra (2%), manzana deshidratada en cubo (2%), semilla de linaza (1,5%), semilla de marayilla (1%) semilla de sésamo negro (1%) Para Chile: Contiene avena (gluten). Puede contener trigo, cebada, centeno (Gluten), soya, mani, nueces y sus productos. Para Paraguay: CONTIENE AVENA. PUEDE CONTENER TRIGO, CENTENO, SOJA, ALMENDRAS. Avena laminada CEBADA, MANI Y",630g,,oat_cereal,,oat,True,,True,,natural,processed,,True,True,True,False,False
7790045823094,Fibra Total 4 Fibras,Granix,"salvado de trigo, harina de trigo fortificada Ley 25630 (harina de trigo, hierro, niacina, vitamina B1, ácido fólico, vitamina B2), azúcar, harina de maíz, salvado de avena, salvado de maiz, harina de arroz integral, sal, malta torrada instantánea, colorante (INS 150d), antioxidantes (tocoferoles)",250 g,,mixed,,multigrain,False,False,True,True,ultra_processed,ultra_processed,,True,True,True,False,False
7790045001584,Copos de maíz,Granix,"Maíz, azúcar, sal, extracto de malta, antioxidante (lecitina de soja)",160 g,corn_flakes,corn_flakes,corn,corn,False,False,False,False,ultra_processed,ultra_processed,True,True,False,False,False,False
8019010417779,Fiocchi di orzo integrale,Naturasi,Fiocchi di orzo integrale biologici,500 g,,other,,other,True,True,True,True,natural,natural,True,True,True,True,True,True
4056489255499,Schoko Müsli,"Crownfield,Lidl,Brüggen","63% Hafervollkornflocken, Vollmilchschokoladenstücke (Zucker, Kakaomasse*, Vollmilchpulver, Kakaobutter*, Emulgator: Lecithine), Zartbitterschokoladenplättchen (Kakaomasse, Zucker, Kakaobutter*, Emulgator: Lecithine), Reis-Kakao-Extrudat (Reismehl, Zucker, Glukosesirup, fettarmes Kakaopulver*, Speisesalz), Knuspermüsli [Hafervollkornflocken, Zucker, Palmöl, Weizenvollkornflocken, Reis-Extrudat (Reismehl, Zucker, Weizenkleber, Malzmehl (Gerste, Weizen), Speisesalz), Kokosraspel, kakaohaltiges Getränkepulver (Zucker, fettarmes Kakaopulver*, Dextrose, Speisesalz, natürliches Aroma), Glukose-Fruktose-Sirup, natürliches Aroma], 2% Mandeldragee (Zucker, Mandeln, Invertzuckersirup, Karamellzuckersirup). Kann Spuren von anderen Schalenfrüchten, Erdnüssen, Soja, Sesam, Senf und Lupinen enthalten.",750g,chocolate_cereal,muesli,multigrain,oat,False,False,True,False,ultra_processed,ultra_processed,False,False,False,True,False,False
20503550,Knusper Klassik Hafer-Müsli,Crownfield,"55% Hafervollkornflocken, Zucker, Glukosesirup, Sonnenblumenöl, Getreide-Extrudat [Reis, Zucker, Weizenkleber, Malzmehl (Gerste, Weizen), Speisesalz, Gerstenmalzextrakt), 5% Weizenvollkornflocken, 3 % Kokosraspel, Backtriebmittel: Natriumcarbonate; Karamellzuckersirup, natürliches Aroma, Antioxidationsmittel: stark tocopherolhaltige Extrakte.",750 g,muesli,muesli,multigrain,oat,False,False,True,False,ultra_processed,ultra_processed,,True,False,True,False,False
0055577101681,Quick Oats,Quaker,Whole grain rolled oats. Contains: Oats. May contain: Wheat,2.25 kg,oat_cereal,oat_cereal,oat,oat,True,,True,,natural,processed,True,True,True,True,False,False
4337256104487,Nougat Bits,ja!,"Mehl 49% (_Weizen_, _Vollkornweizen_, Vollkornmais, Vollkornreis), Zucker, Palmöl, Rapsöl, zerkleinerte _Haselnüsse_ 4,3%, fettarmes Kakaopulver, Speisesalz, Emulgator Lecithine, natürliches Aroma.",750 g,chocolate_cereal,chocolate_cereal,,multigrain,False,False,False,False,ultra_processed,ultra_processed,True,False,True,True,False,False
3263850804915,Pétales Riz et blé complet nature,LEADER PRICE FINE LINGE,"Riz 53 % - blé complet 29 % - sucre - orge 8% - farine complète de blé - sel - farine d’orge maltée - vitamines : C, PP, B6, B2, B1, B9, B12 - fer - émulsifiant : mono - et diglycérides d’acides gras.",500 g,,puffed_rice,,multigrain,False,False,True,False,ultra_processed,ultra_processed,,False,True,True,False,False
8901499010483,Kelloggs,kellogg's,"Multigrain (66.4%) ,Wheat (24.6%),Corn Grits (15.7%), Rice(10.1%), Rolled Barley (8%), Rolled Oats (8%) ,Candied & Nuts & Dry Fruits & Seed(21%) {Candied Papaya (6%),Candied Cranberry(4%),Raisins(4%),Almonds(4%),Pumpkin Seeds(3%)},Sugar,Cereal Extract,Wheat Bran,Iodized Salt,Vitamins & Minerals,Anti Oxidants(INS 320,INS 307b)",240g,muesli,muesli,multigrain,multigrain,False,False,False,False,processed,ultra_processed,,False,False,True,False,False
7771711000438,Filipitos,"El Ceibo,Filipitos","Cobertura de chocolate con leche (Azúcar, pasta de cacao, manteca de cacao, leche entera en polvo, emulsionante (E-322), vainilla (saborizante artificial)), gritz de maíz, azúcar, glaseante (E-414), Jarabe de glucosa.",30 g,,other,,corn,False,False,False,False,ultra_processed,ultra_processed,False,False,False,False,False,False
3572420000399,Croc' Tout Choc à la pâte à tartiner,Lucien Georgelin,"Céréales 42 % (semoule de riz, semoule de _blé_ complet), pâte à tartiner à la _noisette_ du Lot et Garenne et au cacao 40 % (sucre, _noisettes_ du Lot et Garonne 6,4 %, poudre de _lait_, huile de coco, poudre de cacao 2,8 %, huile de colza, émulsifiant: lécithine de tournesol, arôme : vanille), chocolat en poudre 11 % (sucre, cacao en poudre), son de _blé_, sucre, sel, émulsifiant : mono - et diglycérides d’acides gras (colza), vitamines (niacine (B3 ou PP), B6, riboflavine (B2), thiamine (B1), acide folique (B9), B12) et fer.",375 g,chocolate_cereal,chocolate_cereal,,multigrain,False,False,True,False,ultra_processed,ultra_processed,False,False,False,True,False,False
27132593,Knusper Schoko Müsli,Granola,"Vollkorn-Haferflocken 52 %, Zucker, Palmöl, Polydextrose, Zartbitterschokolade 5 % (Zucker, Kakaomasse, Kakaobutter, Emulgator Lecithine), Getreideerzeugnis (Maisgrieß, Zucker, Weizenmehl, fettarmes Kakaopulver, Magermilchpulver, Speisesalz), Mandelscheiben 4 %, fettarmes Kakaopulver, Cornflakes 1,7 % (Maisgrieß, Zucker, Speisesalz, Gerstenmalzextrakt), Vollkorn-Weizenmehl, Speisesalz.  UTZ Certified Durch den Kauf von UTZ-zertifiziertem Kakao unterstützt PENNY den nach - Kakao haltigen Kakaoanbau. UTZ-zertifizierte Bauern setzten bessere Anbaumethoden im Hinblick auf Mensch und Umwelt ein. www.utz.org 7193762-P0869 FSC www.fsc.org MIX Verpackung aus verantwortungs - vollen Quellen 600ge 2713 2593 FSC C130504",600 g,chocolate_cereal,muesli,multigrain,multigrain,False,False,False,False,ultra_processed,ultra_processed,False,False,True,True,False,False
3263850560415,flocons avoine bio,Franprix,"Flocons d'avoine issus de l'agriculture biologique. Traces de fruits à coque, soja, graines de sésame, lait et arachides. Les informations en gras sont destinées aux personnes allergiques ou intolérantes.",500 g,oat_cereal,oat_cereal,oat,oat,True,True,True,True,natural,natural,True,True,False,True,True,True
0094331238607,Avena instantanea integral,"Granvita,Splenda","Miel y nuez: copos de avena, nuez, sal yodada, sabor a miel de calciu, goma de guar, sucralosa (40 mg / 100 g). Vainilla con almendras: hojuelas de avena, almendras, sal yodada, sabor artificial de vainilla, carbonato de calcio, goma guar, sucralosa (40 mg / 100 g).",280 g,,oat_cereal,,oat,True,False,True,False,ultra_processed,ultra_processed,False,False,True,True,False,False
4000540031881,Schoko Müsli,Kölln,"_Vollkorn-Haferflocken_ (58%), Zucker, Kakaomasse, _Hafer-Vollkornmehl_ (4%), Karamellsirup, _Weizenmehl_, _Vollmilchpulver_, Kakaobutter, gehackte _Haselnusskerne_, fettarmes Kakaopulver, _Süßmolkenpulver_, Maisstärke, _Gerstenmalzextrakt_, Invertzuckersirup, Speisesalz, Emulgator Lecithine",600 g,chocolate_cereal,muesli,multigrain,oat,False,False,True,False,ultra_processed,ultra_processed,False,False,True,True,False,False
5010029020519,Tho original swiss style muesli,"Alpen, Weetabix","Wholegrain Wheat (38 %), Wholegrain Rolled Oats (36 %), Raisins (12 %), Sugar, Skimmed Milk Powder, Milk Whey Powder, Roasted Sliced Nuts (2.5 %) (Hazelnuts & Almonds), Malted Barley Extract, Salt.",750 g,muesli,muesli,multigrain,multigrain,False,False,True,False,ultra_processed,processed,False,False,True,True,False,False
8053046002271,il crunchy avena e frutti rossi,"Alì, Casa Alí","Base croccante* [fiocchi di cereali (AVENA* 31,9%, GRANO tenero*, ORZO*), zucchero di canna*, olio di girasole*, cocco in scaglie, farina di riso, farina di GRANO tenero*, sciroppo di glucosio, miele, amido di FRUMENTO&quot;, estratto di malto d'ORZO&quot;, GLUTINE DI FRUMENTO&quot;, sale, aroma naturale di vaniglia*, sciroppo di caramello*, antiossidante: estratto ricco in tocoferolo], cereali estrusi al riso* [farine di cereali (riso*, FRUMENTO&quot;, mais*), sciroppo di riso, zucchero di canna*, sale], cereali estrusi al FARRO 5% [farina integrale di GRANO FARRO*, zucchero di canna, estratto di malto d'ORZO*, sale], Frutti rossi 3,5% [(cranberries* (cranberries, zucchero dicanna*, olio di girasole&quot;), lamponi&quot;, fragole&quot;]",300 g,muesli,granola,multigrain,multigrain,False,False,False,False,ultra_processed,ultra_processed,False,False,True,True,True,True
40897677,Hafer Flocken Zart,Crownfield,100% _Hafervollkornflocken_¹. ¹aus kontrolliert ökologischem Anbau.,500unknown,oat_cereal,oat_cereal,oat,oat,True,True,True,True,natural,natural,True,True,False,True,True,True
0035406030009,Corn Flakes Cereal,Country Barn,"DEGERMED YELLOW CORN MEAL, SUGAR, SALT, MALT BARLEY EXTRACT, VITAMINS AND MINERALS [VITAMIN C (SODIUM ASCORBATE, ASCORBIC ACID), IRON (FERROUS FUMARATE), VITAMIN A (PALMITATE), NIACINAMIDE, VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMINE MONONITRATE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN D (CHOLECALCIFEROL), VITAMIN B12 (CYANOCOBALAMIN), FOLIC ACID], BHT.",18 oz (1 lb 2 oz) 510 g,corn_flakes,corn_flakes,corn,corn,False,False,False,False,processed,ultra_processed,,True,False,False,False,False
7891000309094,Cheerios Miel,"Nestlé,Cheerios","Cereales 61.3% (Grano de maíz integral 28.4%, Harina de trigo integral 12.6%, Sémola fina de maíz 7.6%, Harina de arroz 6.3%, Harina de avena integral 3.2%, Harina de arroz integral 3.2%), Azúcar, Salvado de trigo, Miel 3.6%, Jarabe de glucosa, Jarabe de azúcar refinada, Carbonato de calcio, Aceite de palma (palmitato de ascorbilo), Sal, Jarabe de azúcar caramelizada, Vitaminas y minerales (Niacina, Pantotenato de calcio, Zinc, Vitamina B6, Vitamina B2, Ácido fólico, Hierro), Estabilizante (Fosfato trisódico), Saborizante natural a miel, Antioxidante (Concentrado de tocoferoles mixtos).",210 g,,other,,multigrain,False,False,True,False,ultra_processed,ultra_processed,False,False,True,True,False,False
00358156,Scottish porridge oats,Sainsbury's,Wholegrain _Oat_ Flakes (100%),1kg,oat_cereal,oat_cereal,oat,oat,True,True,True,True,natural,natural,True,True,True,True,False,False
5011476004411,Shredded Wheat Bitesize,Nestlé,Whole grain _wheat_ 100%,500 g,,other,,wheat,True,True,True,True,natural,natural,True,True,True,True,False,False
4000540011517,Zartes Bircher Müsli,Kölln,"_Vollkorn-Haferflocken_ (75%), getrocknete Apfelstücke, Rosinen, getrocknete und gesüßte Cranberrys (Cranberrys, Zucker), getrocknete Bananenflocken, getrocknete Dattelstücke, gehackte _Haselnusskerne_ (2%), Honig",500g,muesli,muesli,multigrain,oat,False,False,True,True,processed,processed,False,False,False,True,False,False
3256221407242,Flocons d'avoine bio,"U, U Bio","Flocons d'avoine issus de l'agriculture biologique. traces éventuelles de céréales contenant du gluten, soja, lait et fruits à coques.",500 g,oat_cereal,oat_cereal,oat,oat,True,True,True,True,natural,natural,True,True,False,True,True,True
4316268551885,"Knuspermüsli Crunchy, 30% weniger Zucker","Korn Mühle, Netto","70 % Hafervollkornflocken, Rapsöl, Glukose-Fruktose-Sirup, Weizenkeime, Reisextrudat (Reismehl, Zucker, Weizeneiweiß, Dextrose, Speisesalz, Gerstenmalzmehl), Zucker, Honig, Speisesalz. Das Produkt kann Spuren von Milch, Soja, Erdnüssen, Schalenfrüchten und Sesam enthalten.",600 g,muesli,granola,multigrain,oat,False,True,True,False,ultra_processed,ultra_processed,False,False,False,True,False,False
7613037793338,NESTLE LION Céréales 750g,"Nestlé, Lion","BLE complet 41,3%, farine de BLE, sucre, sirop de glucose, huile de palme, chocolat 3,0% (cacao maigre en poudre, pâte de cacao, sucre), LAIT concentré sucré (LAIT, sucre), carbonate de calcium, sel, arômes naturels, émulsifiant lécithines, sirop de sucre caramélisé, fer, vitamines B3, B5, D, B6, B1, B2, B9. Peut contenir des ARACHIDES et des FRUITS A COQUE.",750 g,chocolate_cereal,chocolate_cereal,,wheat,False,False,False,False,ultra_processed,ultra_processed,False,False,True,True,False,False
7501639309814,Bebida de avena orgánica,GÜD,"0,15 μα Agua, avena orgánica, crema de coco orgánico, carbonato de calcio, sal de mar, lecitina de girasol, aromatizante natural, goma gellana y mezcla de vitaminas Witamina E-alfa tocoferol, Vitamina B-riboflavina. Vitamina A-equivalentes de retinol, ácido fólico. Vitamina D, ergocalciferol, Vitamina B-cobalamina).",1L,oat_cereal,,oat,oat,True,False,False,False,ultra_processed,ultra_processed,,True,False,False,False,True
8003170063211,Muesli alla Frutta,"Conad, Verso Natura","Fiocchi d'avena* 54,8%, uva sultanina 27% (uva sultanina, olio di semi di girasole*), semi di girasole* 3,4%, frutta disidratata in pezzi 12,7% (mela* 2,7%, datteri 2,7% (datteri*, farina di riso*), albicocche 2,7% (albicocche*, farina di riso*), mirtilli rossi* 2,5%, prugna 2,1% (prugna*, amido di mais*)), mandorle* 2,1%. *da agricoltura biologica",375 g,muesli,muesli,multigrain,oat,True,True,True,True,processed,natural,True,True,False,True,True,True
3564707116169,Flocons d'Avoine,"Bio Village,Marque Repère",Flocons d'avoine*. * Ingrédient issu de l'agriculture biologique.,500 g,oat_cereal,oat_cereal,oat,oat,True,True,True,True,natural,natural,True,True,False,True,True,True
20621483,Bran Flakes,"Crownfield,Lidl","80% Shredded Wholegrain Wheat, 16% Wheat Bran, Sugar, Barley Malt Extract, Salt, Honey.",500 g,,other,,wheat,False,False,True,True,processed,processed,False,False,True,True,False,False
3564706612785,Grainéa Muesli pépites croustillantes chocolat noir,Grainéa,"Flocons d'avoine 50,7%, sucre, chocolat noir 12 % [sucre, pâte de cacao, beurre de cacao, matière grasse laitière anhydre, émulsifiant : lécithines, arôme naturel de vanille], farine de blé 7 %, flocons de blé 6,7 %, huile de tournesol, maïs 3,8 %, semoule de riz 2,1 %, sirop de glucose, noix de coco en poudre, extrait de malt d'orge, sel, arôme naturel, caramel (sucre, eau), farine de malt de blé, émulsifiant : E471, antioxydant: extrait riche en tocopherols, sucre caramélisé en poudre. Traces de: fruits à coque et soja.",500g,chocolate_cereal,muesli,multigrain,multigrain,False,False,True,False,ultra_processed,ultra_processed,False,False,False,False,False,False
