code,product_name,brands,ingredients_text,quantity,lang,source,silver_chocolate_type,manual_chocolate_type,manual_chocolate_type_status,manual_chocolate_type_at,manual_chocolate_type_mode,manual_chocolate_type_note,silver_cocoa_percentage,manual_cocoa_percentage,manual_cocoa_percentage_status,manual_cocoa_percentage_at,manual_cocoa_percentage_mode,manual_cocoa_percentage_note,silver_contains_nuts,manual_contains_nuts,manual_contains_nuts_status,manual_contains_nuts_at,manual_contains_nuts_mode,manual_contains_nuts_note,silver_chocolate_extra,manual_chocolate_extra,manual_chocolate_extra_status,manual_chocolate_extra_at,manual_chocolate_extra_mode,manual_chocolate_extra_note,silver_is_organic,manual_is_organic,manual_is_organic_status,manual_is_organic_at,manual_is_organic_mode,manual_is_organic_note,silver_nutri_score_grade,manual_nutri_score_grade,manual_nutri_score_grade_status,manual_nutri_score_grade_at,manual_nutri_score_grade_mode,manual_nutri_score_grade_note,silver_protein_class,manual_protein_class,manual_protein_class_status,manual_protein_class_at,manual_protein_class_mode,manual_protein_class_note
4311501796634,Schweizer Edel Zartbitter 72% Schokolade,Edeka,"Kakaomasse, Zucker, Kakaobutter, fettarmes Kakaopulver, natürliches Vanille-Aroma",100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,70-85,70-85,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,med,confirmed,2026-05-15T15:29:21+00:00,llm,
8410342000880,Tableta de chocolate negro para cobertura 70% cacao,Torras,"Cacao en pasta, azúcar, manteca de cacao, emulgente: lecitina de _soja_ (E-322) y aroma: vainilla, Cacao: 70 % mínimo,",300 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,70-85,override,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,,empty,,,,med,,empty,,,
7622210780355,Fino 85% negro,"Suchard,Mondelez","cocoa paste, cocoa butter, lean cocoa powder, cane sugar, vanilla extract, may contain shell fruits, milk, biological certified, cocoa: 85% minimum,",90 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,85+,85+,confirmed,2026-05-15T15:29:21+00:00,llm,,False,True,override,2026-05-15T15:29:21+00:00,llm,,with_fruit,plain,override,2026-05-15T15:29:21+00:00,llm,,True,True,confirmed,2026-05-15T15:29:21+00:00,llm,,D,,empty,,,,med,,empty,,,
8002330017613,Cioccolato extra fine - 80% cacao Trinitario Colombia,"Domori, Esselunga, Top","pasta di cacao Trinitario, zucchero di canna",100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,70-85,70-85,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,D,E,override,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
8026861044085,Fondente 80%,Domori,"Pasta di cacao, zucchero di canna",75g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,70-85,70-85,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,D,E,override,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
5057753211707,Classic Dark Chocolate 74%,Tesco,"Cocoa Mass, Sugar, Cocoa Butter, Fat Reduced Cocoa Powder, Emulsifier (Sunflower Lecithins), Flavouring. Dark Chocolate contains: Cocoa solids 74% minimum.",100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,70-85,70-85,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,D,E,override,2026-05-15T15:29:21+00:00,llm,,med,med,confirmed,2026-05-15T15:29:21+00:00,llm,
8410083001429,Atlántic tableta de chocolate negro 50% cacao,Eureka,"Azúcar, pasta de cacao, manteca de cacao, emulgente: lecitina de _soja_ (E-322) y aroma: vainillina. Cacao: 50 % mínimo.",150 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,30-50,50-70,override,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,med,confirmed,2026-05-15T15:29:21+00:00,llm,
7622210780348,Bio chocolate negro fino 70%,Suchard,"Pasta de cacao*, azúcar de caña*, manteca de cacao*, emulgente (lecitina de _soja_), extracto de vainilla*. * = Certificado Biológico. Cacao: 70% mínimo.",90 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,70-85,override,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,True,True,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,med,confirmed,2026-05-15T15:29:21+00:00,llm,
8000300379402,Cioccolato extra fondente NERO 85%,Perugina,"Pasta di cacao, zucchero, burro di cacao, emulsionante (lecitine di girasole), aroma naturale di vaniglia",85,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,85+,85+,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,D,E,override,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
4044889002904,Feine Bitter 99% Cacao Panama,Vivani,"Kakaomasse*, Kakaobutter*, Kokosblütenzucker* 0,5 %.",80 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,85+,85+,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,True,True,confirmed,2026-05-15T15:29:21+00:00,llm,,D,E,override,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
8026861038954,Cioccolato trinitario 80%,Domori,"Pasta di cacao, zucchero di canna",50g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,70-85,70-85,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,D,E,override,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
8030582802060,Fondente extra 72% cacao Jamaica,"Percorsi di Gusto, Primia","pasta di cacao origine Jamaica (59,2%), zucchero, burro di cacao, emulsionante: lecitina di soia, estratto di vaniglia. _soia",100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,70-85,70-85,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,,empty,,,,med,,empty,,,
8026861054022,Uovo di cioccolato fondente 70 %,"Illy, Domori","Pasta di cacao (di cui Pasta di cacao Criollo 18.5%), zucchero, burro di cacao, lecitina di girasole",70 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,70-85,override,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,,empty,,,,med,,empty,,,
8410740904940,Chocolat noir 85%,Lacasa,"Pasta de cacao, cacao en polvo desgrasado, azúcar, manteca de cacao y aroma. Cacao: 85% mínimo",150 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,85+,85+,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,D,E,override,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
25040371,Chocolate negro 85% cacao,moser roth,"pasta de cacao (85%), manteca de cacao, azúcar, cacao desgrasado en polvo, emulgente: lecitinas (soja), extracto de vainilla.",125 g (5 x 25 g),,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,85+,85+,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
8002330017606,Cioccolato Extra fine - 80% cacao Trinitario Madagascar,"Domori, Esselunga, Top","pasta di cacao Trinitario, zucchero di canna",100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,70-85,70-85,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,D,E,override,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
8938505214740,Tien Giange 80% Single Origin Vietnam Dark Chocolate,Marou,"Cocoa & cocoa butter (80% cocoa solids), cane sugar (20%).",80 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,70-85,70-85,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,D,E,override,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
7627534586690,70% Honduras,Naturaplan,"Cacao en pâte (Honduras), sucre de canne brut (Paraguay), beurre de cacao, gousses de vanille.",100 grammes,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,70-85,override,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,True,False,override,2026-05-15T15:29:21+00:00,llm,,E,,empty,,,,med,,empty,,,
8410100036618,Chocolate negro 44% cacao,Nestlé,"Azúcar, cacao, manteca de cacao, emulgente: lecitina de girasol (E-322), aroma natural de vainilla. Cacao 44% mínimo.",125 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,30-50,30-50,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,med,confirmed,2026-05-15T15:29:21+00:00,llm,
4044889004205,Zartbitter 60% Fleur de Sel Dark Chocolate,Lacoa,"Kakaomasse*, Roh-Rohrzucker* Kakaobutter*, Fleur de Sel (Meersalz) 0,6 %. Kakao: 60%",80g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,50-70,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,other,override,2026-05-15T15:29:21+00:00,llm,,True,True,confirmed,2026-05-15T15:29:21+00:00,llm,,E,,empty,,,,med,,empty,,,
4006040202844,Nirwana Noir 55% Kakao mit dunkler Praliné-​Füllung,Rapunzel,"Zucker (Vollrohrzucker, Rohrzucker), Kakaomasse, _Haselnüsse_ 20%, Kakaobutter, Kakaopulver, Bourbon Vanille.",100 g,,pool_a_typical,dark,filled,override,2026-05-15T15:29:21+00:00,llm,,50-70,50-70,confirmed,2026-05-15T15:29:21+00:00,llm,,False,True,override,2026-05-15T15:29:21+00:00,llm,,filled,filled,confirmed,2026-05-15T15:29:21+00:00,llm,,True,False,override,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
8410109000726,70% cacao con almendras enteras,Valor,"Pasta de cacao, _almendras_ 25%, azúcar, cacao desgrasado en polvo, manteca de cacao, emulgente (lecitina de _soja_).",250 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,70-85,override,2026-05-15T15:29:21+00:00,llm,,False,True,override,2026-05-15T15:29:21+00:00,llm,,with_nuts,with_nuts,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
8006380315699,Nero 70% mirtillo,Novi,"Pasta di cacao, zucchero, burro di cacao, mirtilli neri (mirtilli neri, zucchero) (8%), cacao magro, mandorle (5,5%), aromi naturali. Può contenere tracce di latte, nocciole, pistacchi e sola.",75 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,70-85,override,2026-05-15T15:29:21+00:00,llm,,True,True,confirmed,2026-05-15T15:29:21+00:00,llm,,with_nuts,with_fruit,override,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,,empty,,,,med,,empty,,,
5011835100624,"Dark Chocolate, 60% Cocoa",Green & Black's,"Cocoa mass #, raw cane sugar #, cocoa butter #, emulsifier (SOYA lecithin #), Natural orange cinnamon flavouring with other natural flavourings, vanilla extract #.# =Certified Organic ORGANIC CHOCOLATE: MINIMUM COCOA SOLIDS 60% Cocoa, Sugar, Vanilla: traded in compliance with Fairtrade Standards, total 99%. Visit www.info.fairtrade.netFairtrade means fairer trading conditions and opportunities for producers in developing countries to invest in their businesses and communities for a sustainable future. MAY CONTAIN NUTS, MILK.",100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,50-70,confirmed,2026-05-15T15:29:21+00:00,llm,,True,True,confirmed,2026-05-15T15:29:21+00:00,llm,,with_nuts,plain,override,2026-05-15T15:29:21+00:00,llm,,True,True,confirmed,2026-05-15T15:29:21+00:00,llm,,E,,empty,,,,med,,empty,,,
8001120730633,cioccolato fondente bio 93%,"Coop, vivi verde","Pasta di cacao*, burro di cacao*, zucchero di canna*.",100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,85+,85+,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,True,True,confirmed,2026-05-15T15:29:21+00:00,llm,,D,E,override,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
8410109000115,Chocolate puro avellanas enteras 52% cacao,Valor,"Azúcar, pasta de cacao, _avellanas_ (20%), manteca de cacao, emulgente: lecitina de _soja_, aroma, Cacao: 52 % mínimo,",250 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,50-70,confirmed,2026-05-15T15:29:21+00:00,llm,,False,True,override,2026-05-15T15:29:21+00:00,llm,,with_nuts,with_nuts,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
00938112,Intense Dark Chocolate 85% Cocoa Solids,Marks & Spencer,Cocoa Mass Cocoa Butter - Fat Reduced Cocoa Powder. Cane Sugar - Vanilla Extract. Dark Chocolate contains Cocoa Solids 85% minimum,100 g e,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,85+,85+,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,D,E,override,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
5941021001674,Dark Chocolate 85% Cocoa,HEIDI,"dark chocolate 85%, ingredients: cocoa mass, cocoa butter, cocoa powder, sugar, emulsifier: lecithin (contains  soy ), natural vanilla flavoring, cocoa solids in chocolate: 85% minimum, may contain traces of  tree nuts ,  gluten  and  milk ,",80 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,85+,85+,confirmed,2026-05-15T15:29:21+00:00,llm,,True,False,override,2026-05-15T15:29:21+00:00,llm,,with_nuts,plain,override,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,,empty,,,,med,,empty,,,
7610848492740,Chocolat noir 70% de cacao,"Coop,Naturaplan","Cacao en pâte (Honduras), sucre de canne brut (Paraguay), beurre de cacao (République dominicaine), gousses de vanille",100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,70-85,override,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,True,True,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
8433329045148,Chocolate negro 72% cacao,Aliada,"Pasta de cacao, azúcar, cacao desgrasado en polvo, manteca de cacao, emulgente: lecitina de _soja_ (E-322).  Cacao: 72 % mínimo.",100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,70-85,70-85,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,med,confirmed,2026-05-15T15:29:21+00:00,llm,
8480000121127,Chocolate negro 72% cacao,Hacendado,"Pasta de cacao, azúcar, manteca de cacao, cacao desgrasado en polvo, emulgente: lecitina de girasol (E-322), aroma (vainillina). Cacao: 72 % mínimo.",100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,70-85,70-85,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
0062639305079,72% Cocoa Swiss Dark Chocolate,Western Family,"Cocoa mass, Sugar, Cocoa butter, Cocoa powder, Natural flavour",100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,70-85,70-85,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,med,confirmed,2026-05-15T15:29:21+00:00,llm,
3700214616970,Chocolat Noir 95% Togo,Alter Eco,"Pâte de cacao (Ghana), beurre de cacao, sucre de canne, gousse de vanille. Cacao 95% minimum. Peut contenir du soja, du lait et des fruits à coque. Chocolat fabriqué en Suisse. 100% des ingrédients agricoles sont issus de l'agriculture biologique et du commerce équitable contrôlé selon le référentiel Fair for Life. Plus d'informations sur www.fairforlife.org.",90 g e,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,85+,85+,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,with_fruit,plain,override,2026-05-15T15:29:21+00:00,llm,,True,True,confirmed,2026-05-15T15:29:21+00:00,llm,,D,E,override,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
3258590002400,Noir 100% - Plaisir et bien être,Dardenne,"Masse de cacao*, beurre de cacao. Cacao: 100%.",70,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,85+,85+,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,True,False,override,2026-05-15T15:29:21+00:00,llm,,D,E,override,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
8410085220101,Chocolate Negro 53% cacao,Tirma,"Pasta de cacao, azúcar, manteca de cacao, emulgente: lecitina de _soja_ y aroma. Cacao: 52% mlnimo.",150 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,50-70,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,med,confirmed,2026-05-15T15:29:21+00:00,llm,
7622210973573,Chocolate 70 % Bio Negro,Suchard,"Pasta de cacao, azúcar de caña, manteca de cacao, extracto de vainilla.",150 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,70-85,override,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,True,True,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
8410109008852,Chocolate negro 70% cacao con naranja,Valor,"Pasta de cacao, azúcar, cacao desgrasado en polvo, manteca de cacao, pulpa de naranja (5%), manzana, fibra de piña, emulgente: lecitina de _soja_ (E-322), estabilizadores: alginato de sodio (E-401) y fosfato de sodio (E-339), acidulante: ácido cítrico (E-330), aroma. Cacao: 70% mínimo",150 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,70-85,override,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,with_fruit,with_fruit,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,C,E,override,2026-05-15T15:29:21+00:00,llm,,low,med,override,2026-05-15T15:29:21+00:00,llm,
7898142863859,Chocolate Amargo 53%,Arcor,"MASSA DE CACAU, AÇÚCAR, MANTEIGA DE CACAU, EMULSIFICANTE (LECITINA DE SOJA), AROMATIZANTE.",80 g (2.82 oz),,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,50-70,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,med,confirmed,2026-05-15T15:29:21+00:00,llm,
8480024732002,Tableta de chocolate negro 72% cacao,Alteza,"Pasta de cacao, azúcar, manteca de cacao, cacao desgrasado en polvo, emulgente: lecitina de _soja_ (E-322) y aroma. Cacao mínimo: 72 %",150 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,70-85,70-85,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,plain,plain,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,high,override,2026-05-15T15:29:21+00:00,llm,
8002330102463,Cioccolato extra fine Ecuador 70% di cacao,"Esselunga, Top","pasta di cacao (Ecuador), Zucchero di canna, burro di cacao, baccelli di vaniglia Bourbon. Cacao: 70% minimo. Può contenere tracce di latte, nocciole, mandorle e arachidi. SENZA GLUTINE.",100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,70-85,override,2026-05-15T15:29:21+00:00,llm,,True,False,override,2026-05-15T15:29:21+00:00,llm,,with_nuts,plain,override,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,E,,empty,,,,med,,empty,,,
3260711079772,Chocolate negro 74% con pepitas de cacao caramelizadas,Auchan,"Pasta de cacao, azúcar, pepitas de cacao caramelizadas 12% (pepitas de cacao, azúcar), manteca de cacao, cacao desgrasado en polvo, emulgente: lecitina, aroma. Cacao: 74% mínimo en el chocolate negro.",100 g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,70-85,70-85,confirmed,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,with_caramel,other,override,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,D,E,override,2026-05-15T15:29:21+00:00,llm,,med,med,confirmed,2026-05-15T15:29:21+00:00,llm,
3760077181695,Chocolat noir 70%,Saveurs & Nature,"Pâte de cacao&quot;, sucre de canne*, beurre de cacao*. Peut contenir des traces d'arachides, de lait, de fruits à coques et de sésame.",100g,,pool_a_typical,dark,dark,confirmed,2026-05-15T15:29:21+00:00,llm,,50-70,70-85,override,2026-05-15T15:29:21+00:00,llm,,False,False,confirmed,2026-05-15T15:29:21+00:00,llm,,with_fruit,plain,override,2026-05-15T15:29:21+00:00,llm,,True,True,confirmed,2026-05-15T15:29:21+00:00,llm,,E,E,confirmed,2026-05-15T15:29:21+00:00,llm,,med,med,confirmed,2026-05-15T15:29:21+00:00,llm,
