code,product_name,brands,generic_name,categories_tags,ingredients_text,silver,sonnet45,gpt4o,gemini25flash,status,enum_choices,your_arbitrage,note
3282770071320,Ictyane Crème Mains,Ducray,crème mains,"en:body,en:hand-creams",,body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3282770072815,Cold Cream  - Crème mains concentrée,Avène,crème pour les mains,"en:body,en:hand-creams","AVENE THERMAL SPRING WATER JAVENE AQUA). GLYCERIN. MINERAL OIL (PARAFFINUM QUDUMI, CAPRYUC/CAPRIC TRIGLYCERDE. CEIEARY. ALCOHOL POLYMETHYL. METHACRYLATE. GIYCERYL STEARATE. ALUMINUM SUCROSE OCTASULFATE. PEG-I00 SIEARATE. BEESWAX (CERA ALBA), BENZOIC ACID. BISABOLOL CAPRYLYL GLYCOL CETEARYL GLUCOSIDE...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3282770100778,SunsiMed,"Avène, Pierre Fabre",,"en:suncare,en:in-sun-protections","AVENE THERMAL SPRING WATER (AVENE AQUA). METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO], BIS-ETHYLHEXY LOXYPHENOL METHOXYPHENYL TRIAZINE. DIETHYLHEXYL BUTAMIDO TRIAZONE. BUTYL METHOXYDIBENZOYLMETHANE. BENZOIC ACID. CAPRYLYL GLYCOL. TOCOPHERYL GLUCOSIDE. EXCIPIENTS.",sun,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3282770104592,Mat perfect FPS 50+ Fluido con color,Avène,Protector solar,"en:suncare,en:in-sun-protections,en:sunscreen,en:protector-solar","AVENE THERMAL SPRING WATER (AVENE AQUA), C12-15 ALKYL BENZOATE, DICAPRYLYL CARBONATE, METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO], DISOPROPYL ADIPATE, WATER (AQUA), SILICA, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, DIETHYLHEXYL BUTAMIDO TRIAZONE, ALCOHOL (ALCOHOL DENAT), ALUMINU...",sun,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3282770106282,Shampooing extra-doux au lait d'avoine,Klorane,Shampooing extra-doux au lait d'avoine,"en:hair,en:shampoos","WATER (AQUA), SODIUM LAURETH SULFATE, PROPYLENE GLYCOL, COCO-GLUCOSIDE, LAURYL BETAINE, CETEARETH-60 MYRISTYL GLYCOL, AVENA SATIVA (OAT), KERNEL EXTRACT (AVENA SATIVA KERNEL EXTRACT), BENZOIC ACID, CAPRYLYL GLYCOL, CITRIC ACID, DISODIUM COCOYL GLUTAMATE, DISODIUM EDTA, FRAGRANCE (PARFUM), INULIN SOD...",hair,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3282770201260,Fortifiant & Stimulant Shampooing à la Quinine et aux Vitamines B,Klorane,,"en:hair,en:shampoos",,hair,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3282770206760,Gel douche,Klorane,,"en:hygiene,en:hair,en:shampoos,en:showers-and-baths,en:shower-gels",,hair,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3282779405485,Xeracalm A.D. Baume relipidant,Avène,baume corporel,"en:body,en:body-creams,fr:baumes-et-beurres-pour-le-corps",AVENE THERMAL SPRING WATER (AVENE AQUAL MINERAL OIL PARAFFINUM UQUIDUM GLYCERIN CAPRYLIC/CAPRIC TRIGLYCERIDE PEG-12. OENOTHERA BIENNIS (EVENING PRIMROSEJ OIL (OENOTHERA BIENNIS OIL. GLYCERYL STEARATE MYRETH-3 MYRISTATE PEG-100 STEARATE POLYACRYLATE-13. AQUAPHILUS DOLOMIAE EXTRACT ARGININE CITRIC ACI...,body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3283950040075,Dentargile Propolis - 75 ML,Cattier Paris,,"en:hygiene,en:toothpastes","Kaolin, Aqua, Mentha Piperita Extract, Calcium Carbonate, Sorbitol, Silica, Glycerin, Carrageenan, Sodium Cocoyl Glutamate, Aroma, Helianthus Annuus Hybrid Oil, Benzyl Alcohol, Propolis Cera, Alcohol, Citric Acid, Sodium Benzoate, Limonene",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3283950910255,Gynea Soin Douceur Toilette Intime,Cattier,,"en:hygiene,en:intimate-hygiene","Aqua, Centaurea Cyanus Flower Water&quot;, Sodium Coco-Glucoside Tartrate, Cocamidopropyl Betaïne, Calendula Officinalis Extract*, Glycerin**, Pelar - gonium Graveolens Oil*, Sodium Benzoate, Potassium Sorbate, Benzyl Alcohol, Citric Acid, Citronellol, Geraniol. *Ingrédients issus de l'agriculture b...",intimate,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3283950911481,Cattier lait démaquillant caresse d'herboriste,Cattier,Lait démaquillant visage et yeux bleuet tournesol,"en:face,en:cleansers,en:cleansing-milks","Aqua, Centaurea Cyanus Flower Water, Dicaprylyl Carbonate, Glycerin, Caprylic/Capric Triglyceride, Helianthus Annuus Hybrid Oil, Cetearyl Wheat Straw Glycosides, Cetearyl Alcohol, Sodium Benzoate, Benzyl Alcohol, Stearic Acid, Xanthan Gum, Tocopherol, Lactic Acid",face,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3283950912624,Dentifrice Enfants 7 Ans Et + Menthe Bio - 50 ML - Cattier,Cattier,,"en:hygiene,en:toothpastes","Sorbitol, Eau, Silice, Glycérine, Gomme de carraghénane (extrait d'algues rouges), Cocoyl glutamate de sodium, Extrait de Stevia Rebaudiana, Extrait de feuille d'Aloes*, Arôme, Sodium Monofluorophosphate, Alcool benzylique, Benzoate de sodium, Acide citrique, CI 77891 (Dioxyde de titane), Limonène",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3284410017262,Savon extra-riche,Melvita,savon surgras,"en:hygiene,en:soaps","Sodium Palmate*, Sodium Palm Kernelate*, Aqua [Water], Butyrospermum Parkii Butter [Butyrospermum Parkii (Shea Butter)]*, Glycerin, Argania Spinosa Oil [Argania Spinosa Kernel Oil]*, Cocos Nucifera Oil [Cocos Nucifera (Coconut) Oil]*, Sodium Chloride, Sodium Gluconate. *Ingrédients issus de l’Agricu...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3284410038014,L'or bio douche extraordinaire,Melvita,Gel douche aux cinq huiles,"en:hygiene,en:showers-and-baths,en:shower-gels","aqua/water, glycerin, decyl glucoside, disodium cocoyl glutamate, hordeum vulgare extract, coco-betaine, citric acid, argania spinosa kernel oil, aleurites moluccana seed oil, plukenetia volubilis seed oil, balanites roxburghii seed oil, adansonia digitata seed oil, glyceryl oleate, sodium levulinat...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3286010022059,Shampooing purifiant à l'extrait de thym bio & de citron bio de Provence,"Biopha, Naturé Moi",Shampooing cheveux à tendance grasse,"en:hair,en:shampoos,en:natural-extract-shampoos,en:shampoos-for-oily-hair,en:open-beauty-facts","AQUA, SODIUM LAUROYL METHYL ISETHIONATE,COCAMIDOPROPYL BETAINE, KAOLIN, ACRYLATES COPOLYMER, PARFUM, SODIUM BENZOATE, SALICYLIC ACID, SODIUM HYDROXIDE, GLYCERIN,TRISODIUM ETHYLENEDIAMINE DISUCCINATE, THYMUS VULGARIS LEAF EXTRACT, CITRUS LIMON FRUIT EXTRACT, POTASSIUM SORBATE, LIMONENE, LINALOOL",hair,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3286010022066,Shampoing nourrissant,Naturé Moi,,"en:hair,en:shampoos,en:shampoo-for-dry-hair,en:open-beauty-facts","Aqua, disodium lauryl sulfosuccinate, cocamidopropyl betane, decyl glucoside, coco-betaine, glycol distearate, coco-glucoside, glyceryl oleate, parfum, sodium benzoate, polyquaternium-10, citric acid, sodium chloride, acrylates/c10-30 alkyl acrylate crosspolymer, salicylic acid, argania, spinosa ker...",hair,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3286010031785,Eau pure H 2 0,BIOLAN,,"en:perfumes,en:eau-de-toilette","aqua, glycerin, polysorbate 20, parfum, sodium benzoate, cetrimonium chloride, trisodium ethylenediamine disuccinate, chlorhexidine digluconate, citric acid.",fragrance,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3286010035455,Gel douche cocooning,Naturé Moi,,"en:hygiene,en:showers-and-baths,en:shower-gels",,body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3286018000080,Eau de toilette fraîcheur,"Biolane, Laboratoires Biopha",Eau de toilette pour bébés,"en:perfumes,en:eau-de-toilette,en:kids-perfumes,en:open-beauty-facts,fr:parfums-bebes","Aqua, PEG-40 hydrogenated castor oil, parfum, sodium cocoamphoacetate, panthenol, sodium benzoate, PCA ethyl cocoyl arginate, citric acid, CI 14700, alpha isomethyl ionone, citral, citronellol, eugenol, hexyl cinnamal, hydroxycitronellal, limonene, linalool,",fragrance,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3286018000516,Spray d'huile d'amande douce corps et bain,"Biolane, Laboratoires Biopha",Huile d'amande douce,"en:body,en:body-oils,fr:huile-de-massage,fr:huiles-pour-bebes","prunus amygdalus dulcis oil, tocopherol.",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3298652000401,Savon de Marseille à l'huile d'olive,Marius Fabre,Savon de Marseille,"en:hygiene,en:soaps,en:marseille-soaps","Savon 30% et plus (sodium olivate, sodium cocoate) Contient aussi : Aqua, glycerin, sodium chloride, sodium hydroxide. 100% des ingrédients sont d'origine naturelle",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3329310012495,Pâte d'argile,"Copar, Laboratoires Biocos, Lovea, Lovea Nature",Pâte d'argile verte prête à l'emploi - multi-usages - Sans parfum,"en:hair,en:body,en:face,en:face-masks,en:hair-care,en:hair-masks","illite/montmorillonite (green clay), aqua (water), glycerin, imidazolidinyl urea, chlorhexidine, digluconate, methylchloroisothiazolinone, methylisothiazolinone, magnesium nitrate, magnesium chloride.",hair,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3331840871800,Eau de toilette Vanille Monoï,Les Petits Plaisirs,,"en:perfumes,en:eau-de-toilette","Alcohol denat, polysorbate 20, peg-40 hydrogenated castor oil, parfum, cocos nucifera, gardenia tahitensis, aqua, tocopherol, benzophenone-1, dipropylene glycol, amyl cinnamal, benzyl alcohol, hydroxycitronellal, isoeugenol, benzyl salicylate, geraniol, linalool, benzyl benzoate, citronellol, hexyl ...",fragrance,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3331849002908,Les petits plaisirs violette macaron,Les petits plaisirs,Parfum,"en:perfumes,en:kids-perfumes","ALCOHOL DENAT, AQUA, PARFUM, GLYCERIN, BENZOPHENONE-1, LINALOOL, LIMONENE, ALPHA-ISOMETHYL IONONE, CI 17200, CI 60730.",fragrance,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3337871320331,Déodorant vaporisateur ultra-frais,Vichy Homme,Déodorant,"en:hygiene,en:deodorants,fr:produits-marketes-pour-les-hommes","ALCOHOL DENAT. , AQUA / WATER, PARFUM / FRAGRANCE, DIPROPYLENE GLYCOL, LACTIC ACID, TRIETHANOLAMINE, ZINC RICINOLEATE, (Code F.I.L. : C29418/1)",deo,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3337871321581,LIFTACTIV FLEXITEINT,Vichy,,"en:makeup,en:face-makeup,fr:fonds-de-teint",,makeup,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3337872410345,Démaquillant yeux peaux sensibles,La Roche-Posay,Démaquillant yeux,"en:face,en:cleansers,en:eye-makeup-remover","AQUA / WATER, PEG-120 METHYL GLYCOSE DIOLEATE, HEXYLENE GLYCOL, ALLANTOIN, POLOXAMER 124, POLOXAMER 184, DISODIUM COCOAMPHODIACETATE, DISODIUM EDTA, CITRIC ACID, POLYAMINOPROPYL BIGUANIDE. (CODE F.I.L. B26941/5).",face,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3337872413025,Effaclar Mat Daily Moisturizer for Oily Skin,La Roche-Posay,,"en:body,en:face,en:facial-creams,en:body-creams,en:hand-creams","Aqua/water, glycerin, dimethicone, isocetyl stearate, alcohol denat., silica [nano]/silica, dimethicone/vinyl dimethicone crosspolymer, acrylamide/sodium acryloyldimethyltaurate copolymer, methyl methacrylate crosspolymer, butylene glycol, PEG-100 stearate, cocamide MEA, sarcosine, glyceryl stearate...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3337872414145,Cicaplast Mains,La Roche Posay,Crème pour les mains,"en:body,en:hand-creams","Aqua/water, glycerin, butylene glycol, cetearyl alcohol, niacinamide, glyceryl stearate, Butyrospermum parkii butter/shea butter, dimethicone, PEG/PPG-18/18 dimethicone, glyceryl stearate SE, sodium polyacrylate, caprylyl glycol, phenoxyethanol",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3337875597340,Gel Moussant Cerave,Cerave,,"en:hygiene,en:soaps","AQUA/WATER COCAMIDOPROPYL HYDROXYSULTAINE, GLYCERIN, SODIUM LAUROYL SARCOSINATE, PROPANEDIOL, PEG-150 PENTAERYTHRITYL TETRASTEARATE, NIACINAMIDE, PEG-6 CAPRYLIC/CAPRIC GLYCERIDES, CERAMIDE NP, CERAMIDE AP. CERAMIDE EOP, CARBOMER, SODIUM METHYL COCOYL TAURATE, SODIUM BENZOATE, SODIUM CHLORIDE, SODIUM...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3346022080000,Soin sensibilité,Sanogyl,,"en:hygiene,en:toothpastes,en:sensitivity-toothpastes","Hydrogenated Starch Hydrolysate, Aqua, Hydrated Silica, Potassium Citrate, PEG-32, Sodium Coco-Sulfate, Aroma, Chamomilla Recutita Flower Oil, Sodium Fluoride, Zinc Citrate, Cellulose Gum, o-Cymen-5-ol, Sodium Saccharin, Bisabolol, Limonene, CI 77891, CI 73360.",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3346029401075,Gencives Sauge et Eucalyptus,Sanogyl,,"en:hygiene,en:toothpastes,en:open-beauty-facts",,oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3346029401433,Complet Fluor & Magnésium,Sanogyl,,"en:hygiene,en:toothpastes",,oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3346029401839,Antibactérien,Sanogyl,,"en:hygiene,en:toothpastes",,oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3346470117310,La petite robe noire eau fraîche,Guerlain,,"en:perfumes,en:eau-de-toilette",ALCOHOL - AQUA WATER - PARFUM (FRAGRANCE) - LIMONENE - ETHYLHEXYL METHOXYCINNAMATE - COUMARIN - HYDROXYCITRONELLAL - CITRONELLOL - LINALOOL - BUTYL METHOXYDBENZOYLMETHANE - BUTYLENE GLYCOL DICAPRYLATE/ DICAPRATE - GERANIOL - BHT - CITRAL - FARNESOL - EUCENOL - BENZYI SALICYLATE - TOCOPHEROL - Cl 191...,fragrance,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3346470303652,L'Homme Ideal Sport,Guerlain,Eau de toilette,"en:perfumes,en:men-perfumes","Alcohol, aqua (water), parfum (fragrance), limonene, ethylhexyl methoxycinnamate, linalool, citronellol, coumarin, butyl methoxydibenzoylmethane, butylene glycol dicaprylate/dicaprate, citral, bht, cinnamal, geraniol, eugenol, farnesol, ci 60730 (ext. Violet 2), tocopherol, ci 19140 (yellow 5), ci 4...",fragrance,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3348070010589,Henné poudre - Auburn,"Capie, Nud Cosmetics",,"en:hair,en:hair-dyes,fr:henne","LAWSONIA INERMIS (HENNA) LEAF EXTRACT, SODIUM PICRAMATE, AQUA.",hair,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3350031684708,Dissolvant express sans acétone,Monoprix,Dissolvant ongles,"en:face,en:cleansers,en:nail-polish-remover","Ethyl Acetate, Helianthus Annuus Seed Oil, Parfum, Persea Gratissima Fruit Extract, Tocopherol",face,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3350033025554,Bain de bouche multi-protection antiplaque,Monoprix,Bain de bouche antiplaque,"en:hygiene,en:mouthwashes","AQUA, ALCOHOL DENAT, SORBITOL, PEG-40 HYDROGENATED CASTOR OIL, AROMA, SODIUM BENZOATE, ALLANTOIN, CETYLPYRIDINIUM CHLORIDE, SODIUM SACCHARIN, SODIUM FLUORIDE, MENTHOL, CI 16035.  Contient du fluorure de sodium (0,025%) soit 113 ppm de fluor.",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3350033437791,Crème mains réparatrice peaux très sèches,Monoprix,,"en:body,en:hand-creams","AQUA, GLYCERIN, CETYL ALCOHOL, GLYCERYL STEARATE, STEARYL ALCOHOL, TRILAURIN, STEARIC ACID, ISOPROPYL MYRISTATE, OCTYLDODECANOL, DIMETHICONE, POLYACRYLAMIDE, TETRASODIUM EDTA, C13-14 ISOPARAFFIN, PARFUM, SODIUM BENZOATE, CITRIC ACID, ETHYLHEXYLGLYCERIN, LAURETH-7, ALLANTOIN, ARGANIA SPINOSA KERNEL O...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3350033527027,Le lait de toilette Douceur à l'extrait de fleur de coton,"Monoprix Bébé,Monoprix",,"en:body,en:body-milks","AQUA, ISOPROPYL MYRISTATE, GLYCERIN, GLYCERYL STEARATE SE, CETEARYL ALCOHOL, CETYL ALCOHOL, PARFUM, CAPRYLYL GLYCOL, CETEARETH-33, CARBOMER, DIPROPYLENE GLYCOL, GLYCERYL CAPRYLATE, CITRIC ACID, GOSSYPIUM HERBACEUM FLOWER EXTRACT, SODIUM BENZOATE, SODIUM HYDROXIDE, POTASSIUM SORBATE.",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3350033527065,Le gel lavant sans savon,"Monoprix Bébé,Monoprix",,"en:hygiene,en:showers-and-baths,en:shower-gels","AQUA, SODIUM LAURETH SULFATE, GLYCERIN, LAURYL GLUCOSIDE, PEG-200 HYDROGENATED GLYCERYL PALMATE, SODIUM LAUROYL GLUTAMATE, PEG-7 GLYCERYL COCOATE, CITRIC ACID, SODIUM CHLORIDE, SODIUM BENZOATE, PARFUM, PEG-40 HYDROGENATED CASTOR OIL, PROPYLENE GLYCOL, POLYQUATERNIUM-10, PANTHENOL, GOSSYPIUM HERBACEU...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3350033692596,Crème dépilatoire Peaux sensibles,Monoprix,Crème dépilatoire,"en:hygiene,en:hair-removal","Aqua, urea, cetearyl alcohol, potassium thioglycolate, calcium hydroxide, isopropyl myristate, glycerin, butyrospermum parkii butter extract, prunus amygdalus dulcis oil, aloe barbadensis leaf juice, sodium cetearyl sulfate, acrylates copolymer, potassium sorbate, sodium benzoate, parfum, phenolsulf...",hair,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3380380062773,Huile précieuse régénérante,Douce Nature,,"en:cosmetic-products,fr:cosmetique",Argania spinosa kernel oil*. *ingrédients issus de l'agriculture biologique. 100% du total des ingrédients sont issus de l'agriculture biologique. ECO CERT COSMOS ORGANIC certifié par Ecocert Greenlife selon le référentiel COSMOS. COSMOS ORGANIC 100% du total des ingrédients sont issus du Commerce E...,,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3380390901284,La savonnette d'Alep,Douce Nature,,"en:hygiene,en:body,en:face,en:soaps","Sodium Olivate, Aqua, Sodium Laurelate (12%), Glycerin, Sodium Chloride, Sodium Hydroxide.",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3401344340666,Lotion nettoyante haute tolérance,"Cetaphil, Galderma",Lotion nettoyante peaux sensibles ou sèches,"en:face,en:cleansers","AQUA/WATER, CETYL ALCOHOL, PROPYLENE GLYCOL, BUTYLPARABEN, METHYLPARABEN, PROPYLPARABEN, SODIUM LAURYL SULFATE, STEARYL ALCOHOL. ",face,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3401347938594,Parodontax Dentifrice quotidien au fluor,GlaxoSmithKline,Dentifrice fluor,"en:hygiene,en:toothpastes,en:sensitivity-toothpastes,en:tartar-control-toothpastes","Sodium Bicarbonate, Aqua, Glycerin, Alcohol, Cocamidopropyl Betaine, Mentha Arvensis Oil, Mentha Piperita Oil, Xanthan Gum, Echinacea Purpurea Flower/Leaf/Stem Juice, Krameria Triandra Extract, Sodium Fluoride, Chamomilla Recutita Extract, Salvia Officinalis Oil, Commiphora Myrrha Extract, Limonene,...",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3401353688513,Photoderm Bronz SPF 50+,Bioderma,crème solaire SPF 50+,"en:suncare,en:in-sun-protections,en:sunscreen","Aqua / water / eau, dicaprylyl carbonate, octocrylene, methylene bis - benzotriazolyl tetramethylbutylphenol [nano], butyl methoxydibenzoylmethane, bis-ethylhexyloxyphenol methoxyphenyl triazine, glycerin, methylpropanediol, ectoin, mannitol, xylitol, rhamnose, tyrosine, copper gluconate, helianthus...",sun,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3401360312746,Gel douche surgras Monoï,BeauTerra,,"en:hair,en:shampoos,en:2-in-1-shampoos,en:shampoos-shower-gels",,hair,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3401361810371,Soin lavant doux toilette intime et corporelle,Saforelle,,"en:hygiene,en:intimate-hygiene","Aqua, Cocamidopropyl betaine, Cocamide dea, Sodium chloride, Peg-6 caprylic/capric glycerides, Parfum, Citronellol, Coumarin, Geraniol, Limonene, Linalool, Propylene glycol, Stearamine oxide, Octoxynol-12, Lavandula angustifolia oil, Tetrasodium edta, Polysorbate 20, Sodium hydroxide, Arctium lappa ...",intimate,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3401399277382,Soin Intime et Corporel,"Iprad, Saforelle",,"en:hygiene,en:soaps,en:dermatological-soaps","Aqua, Sodium cocoamphoacetate, Lauryl glucoside, Glycerin, Propanediol, Sodium cocoyl glutamate, Sodium lauryl glucose carboxylate, Coco-glucoside, Glyceryl oleate, Parfum, Lactic acid, Ethylhexylglycerin, Laureth-2, Peg - Ppg 120 - 10 trimethylolpropane trioleate, Allantoin, Disodium EDTA, Sodium b...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3401399372926,Bioderma - Atoderm Gel douche,Bioderma,Gel douche,"en:hygiene,en:showers-and-baths,en:shower-gels,en:open-beauty-facts","aqua, sodium laureth sulfate, coco-betaine, sodium lauroyl sarcosinate, glycerin, methylpropanediol, mannitol, xylitol, rhamnose, fructooligosaccharides, copper sulfate, sodium chloride, coco-glucoside, glyceryl oleate, disodium edta, capryloyl glycine, citric acid, sodium hydroxide, fragrance.",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3401544804685,Homeodent,Boiron,,"en:non-food-products,en:open-beauty-facts,en:toothpaste","INGRÉDIENTS AQUA, HYDROGENATED STARCH HYDROLYSATE, SILICA, XANTHAN GUM, SODIUM LAURYL SULFATE, ALCOHOL, AROMA (arômes chlorophylle et anis), SODIUM MONOFLUOROPHOSPHATE, CI 77891, CALENDULA OFFICINALIS EXTRACT, PLANTAGO MAJOR EXTRACT, COCHLEARIA ARMORACIA ROOT EXTRACT, HAMAMELIS VIRGINIANA BARK/ LEAF...",oral,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3401575645851,Solution micellaire nettoyante-purifiante,Bioderma,Solution micellaire,"en:face,en:cleansers,en:cleansing-waters,en:micellar-water","Water, PEG-6 Caprylic/Capric Glycerides, Sodium Citrate, Zinc Gluconate, Copper Sulfate, Citric Acid, Disodium EDTA, Cetrimonium Bromide, Parfum",face,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3401578653709,Sébium gel mousse,Bioderma,Nettoyant visage,"en:hygiene,en:soaps,fr:gel-purifiant","Aqua/water/eau, sodium cocoamphoacetate, sodium laureth sulfate, methylpropanediol, disodium edta, mannitol, xylitol, rhamnose, fructooligosaccharides, zinc sulfate, copper sulfate, ginkgo biloba leaf extract, peg-90 glyceryl isostearate, lactic acid, laureth-2, potassium sorbate, sodium chloride, p...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3414094185685,Lait de toilette douceur,Nivea,Lait de toilette,"en:face,en:cleansers","Aqua, Isopropyl palmitate, paraffinum liquidum, glycerin, butyrospermum parkii butter, cetyl alcohol, glyceryl glucoside, prunus amygdalus dulcis oil, panthenol, sodium palmitate, glyceryl stearate, sodium stearate, carbomer, sodium myristate, sodium arachidate, sodium oleate, tetrasodium iminodisuc...",face,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3415900030427,Crème mains réparateur intense formule indienne,Dermophil,,"en:body,en:hand-creams","AQUA, GLYCERIN, PARAFFINUM LIQUIDUM, CETYL ALCOHOL, PEG-2 STEARATE, STEARYL ALCOHOL, TALC, HYDROGENATED COCONUT OIL, CETEARETH-25, CYCLOPENTASILOXANE, PROPYLENE GLYCOL, TOCOPHERYL ACETATE, DIMETHICONOL, CHLORPHENESIN, ALLANTOIN, CAPRYLYL GLYCOL, GLYCERYL POLYACRYLATE, PARFUM, SODIUM STEARATE, ECHINA...",body,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3415900031479,Stick lèvres apaisant,"Dermophil,Dermophil expert",,"en:face,en:lip-balms,en:lip-cosmetics",REDIENTS: HELIANTHUS ANNUUS SEED OIL CERA ALBA* SESAMUM INDI - CUM SEED OIL THEOBROMA CACAO SEED BUTTER* ⚫COPER - NICIA CERIFERA CERA* GLYCERYL/POLYGLYCERYL-6 ISOSTEARATE/ BEHENATE ESTERS BUTYROSPERMUM PARKII BUTTER EXTRACT MACADAMIA TERNIFOLIA SEED OIL SIMMONDSIA CHINENSIS SEED OIL PARFUM CALENDULA...,face,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
3415900035309,Déodorant doux Pierre d'Alun de Potassium 24H,Dermophil,,"en:hygiene,en:deodorants,en:deodorant-with-alum-stone,en:open-beauty-facts",POTASSIUM ALUM,deo,,,,no_llm_data,"body, face, hair, oral, deo, sun, makeup, fragrance, intimate, other",,
