code,product_name,brands,ingredients_text,quantity,silver_product_type,manual_product_type,silver_form_factor,manual_form_factor,silver_target_audience,manual_target_audience,silver_fragrance_status,manual_fragrance_status,silver_is_vegan,manual_is_vegan,silver_is_organic,manual_is_organic
7791274197352,Familiar,,"Cont. Neto 230,l NDUSTRIA ARGENTINA MODO DE USO: Aplicar despues Shampoo, masajear y enjuagar bien. PRECAUCIONES: Mantener alej.ado del alcance de los ninos. Evitar el contacto con los ojos. En caso de contacto accidental enjuagar con abundante agua. No aplicar sobre piel lastimada o irritada. En caso de alguna reaccion desfavorable de la piel discontinue su uso y consulte al medico. Para uso externo solamente. Uso en ninos mayores de 6 meses de edad. Para menores de 6 meses, consulte a su medico. INGREDIENTES: WATER (AQUA), CETEARYL ALCOHOL, CETRIMONIUM CHLORIDE, FRAGRANCE (PARFUM), CITRIC ACID, WATER (AND) PROPYLENE GLYCOL (AND) HONEY EXTRACT, WATEK (AND) PROPYLENE GLYCOL (AND) COCOS NUCIFERA (COCONUT) EXTRACT, METHYLCHLOROISO- THIAZOLINONE (AND) METHYLISOTHIAZOLINONE, HEXYL CINNAMAL, COUMARINE. ELABORADO Y ENVASADO POR: Leg. N� 2592 MS Res. 155/98, AlgaboS.A, Estados Unidos 5133, (1667) Tortuquitas, Pcia, de Buenos Aires. Producto de tocador. Para PRIMER PRECIO S.A., Uruguay 651, Piso 10,0fA, C1015ABM Cludad Autonoma de Buenos Aires. Conservaren lugarfrescoyseco. 7 791274 197352",,,hair_care,liquid,cream_gel,unisex,children,fragranced,fragranced,False,False,False,False
3499320003766,Cetaphil,Nestlé Skin Health,"Crema idratante Specificatamente indicata per le peli secche, moto sacche e sensibili lifom aed emolient idrata rapidamente la pelle diminuendo la perdite di ac e cas dratate in modo efficace ripristi Hare ia pele danneggiata in seguito a aent dermatologid o ds a o i cometto fim idroipidis a tollerabilita cutanea d impiego: Applicare Cetaphil Cremairtantemassaggiando delicanenteb e se necessario o secondo le indicazioni del dermatologo C Creme hydratante RORETES: Absorption rapide. Aide à maintenir la fonction protectrice de labenie mdiatement Adaptée aux peaux seches et sensibles gráce à sa fomulaion ani mndee pour néhydrater les peaux abimées et suite à des traitements dematig MODED BMPLON:Appliquer tous les jours aussi souvent que nécessaire BAGUAGLYCERIN PETROLATUM, DICAPRYLYL ETHER, DIMETHICONE GLYCERYL STEARAE CAT 8RGISTEARATE, ACRYLATES/C10-30 ALKYLACRYLATE CRCSSPOLYMER BENZYLALCOHOLBH CA UETA METHSMARABEN PHENOXYETHANOL PROPYLENE GLYCOL PROPYLPARABEN PRUNUS AM ETOCOPHEROLTOCOPHERYLACETATE. FIL1625.VOD Saproiumo-Sans parfum IT Galderma Italia Sp.A Via dell Annunciata, 21-20121 (M FRA ACL 3664408000122 Nestle Skin Healith our Europlaza - La Défense 4 20 avenue André Prothin E52927 La Défense Cedex a uline Health Made in Canada CAPORALF DRNA A F 4CLE UMENTLE TEAAAA CAALE aA AARKO 12 21 N10 3al 2019 132",450 g,body_cream,face_cream,cream_gel,cream_gel,unisex,unisex,fragrance_free,fragrance_free,False,False,False,False
0057800985525,After Sun Aloe Vera Gel With Vitamin E,Life Brand,,100 g,,other,cream_gel,cream_gel,unisex,unisex,,unknown,False,False,False,False
3178048244254,Fraîcheur menthe,"henkel, schwarzkopf, teraxyl, Schwarzkopf & Henkel",,75 ml,toothpaste,toothpaste,,cream_gel,unisex,unisex,,fragranced,False,False,False,False
3600542452618,Invisible protect refresh 50,Garnier delial Ambre Solaire,"Alcohol denat., C12-15 Alkyl Benzoate,  Homosalate, Isopropyl Palmitate, Diisopropyl Adipate, Ethylhexyl Salicylate, Dicaprylyl Carbonate, Butyl Methoxydibenzoylmethane, Ethylenediamine/Stearyl Dimer Dilinoleate Copolymer, Ethylhexyl Triazone, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Polyamide-8, Drometrizole Trisiloxane, Tocopherol",200,sunscreen,sunscreen,,spray,unisex,unisex,,unknown,False,True,False,False
3560070902705,Tonic Gel 3 en 1,Carrefour,"AQUA, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, PEG-7 GLYCERYL COCOATE, SODIUM CHLORIDE, PARFUM, GLYCERIN, SODIUM BENZOATE, COCAMIDE MIPA, LAURETH-4, CITRIC ACID, POTASSIUM SORBATE, POLYQUATERNIUM-10, TETRASODIUM EDTA, HEXYLENE GLYCOL, SODIUM HYDROXIDE, LIMONENE, LINALOOL, HEXYL CINNAMAL, CI 18965, CI 15985, CI 16255.",300 ml,shampoo,shower_gel,cream_gel,liquid,unisex,unisex,fragranced,fragranced,False,False,False,False
8480010184402,Crema de manos antiedad,Belle,"de los ninos. Evitar el contacto con los ojos, en caso de contacto INGREDIENTS: Aqua, Glycerin, Cetearyl Alcohol, Cetyl Alcohol, externas. Su textura de absorcion rapida evita antioxidant lo que favorece una mejor defensa de la piel contra las agresiones 944943 444/www.eroski. ?s enjuagar con abundante agua. y defensa de la piel contra las agresiones PRECAUCIONES: Uso externo. No ingerir. Mantener fuera del alcance nocidos por sus propiedades la sensacion grasa en la piel. he ninos. Evitar el contacto con los ojos, en caso de contacto Paraffinum Liquidum, Glyceryl Stearate, PEG-100 Stearate. Dimethicone, Pisum Sativum Extract, Prunus Amygdalus Dulcis di To:opheryl Acetate, Ubiquinc e, Benzophenone-3, Benzophenoe- Parfum, Citronellol, Sodium Citrate, Hydroxycitronellal, Linalol, Phenoxyethanol, Benzoic Acid ehydroacetic Acid, Sodium Hydroxide. Fabricado para EROSKI por PERSEIDA BELLEZA, S.L. P.I. EI Pabellon, s/n. 06380 Jerez de los Caballeros (Badajoz). Para cualquier sugerencia o reclamacion llame al TELE FONO DE ATENCION AL CONSUMIDOR: (R) Al Amarillo",,,hand_cream,cream_gel,cream_gel,unisex,unisex,fragranced,fragranced,False,False,False,False
8809913830177,SKIN1004 Madagascar Centella Probio-Cica Bakuchiol Eye Cream,,,20 ML,,face_cream,cream_gel,cream_gel,unisex,unisex,,unknown,False,False,False,False
4061458051248,Ultra Sensitiv Sonnenlotion LSF 50,Ombra sun,siehe bitte Foto,200 ml,sunscreen,sunscreen,,liquid,unisex,unisex,,unknown,False,False,False,False
3511018826034,Ultra-hydratant Corps Olive,Le Comptoir du Bain,AQUA (WATER); ANTHEMIS NOBILIS FLOWER WATER**: CAPRYLIC/CAPRIC TRlGLYCERIDE; HELIANTUS ANNUUS (SUNFLOWER) SEED OIL**: C14-22 ALCOHOLS; GLYCERIN; HYDROGENATED COCONUT OIL; ALOE BARBADENSIS LEAF JUICE**; BEHENYL ALCOHOL; MICROCRYSTALLINE CELLULOSE; C12-20 ALKYL GLUCOSIDE; PARFUM (FRAGRANCE); DlCAPRYLYL CARBONATE; TOCOPHEROL; CITRIC ACID; XANTHAN GUM; CELLULOSE GUM; SODIUM BENZATE; POTASSIUM SORBATE; DEHYDROACETIC ACID; BENZYL ALCOHOL; LINALOOL; CITRONELLOL; LIMONENE.,750 ml,,body_cream,cream_gel,liquid,unisex,unisex,fragranced,fragranced,False,False,True,False
0800897085605,NYX Professional Makeup Epic Ink Eyeliner,NYX,". -Agua_verde= Beneficios:  El agua es un componente esencial en muchas fórmulas de maquillaje y ayuda a proporcionar la base líquida del producto. Consideraciones:  No hay contraindicaciones conocidas para el agua en maquillaje. -Propilenglicol_amarillo= Beneficios:  Actúa como un agente hidratante y ayuda a mantener la textura del producto. Consideraciones:  Algunas personas pueden ser sensibles al propilenglicol, lo que podría causar irritación en la piel. -Etilhexilacrilator (Copolímero de Acrilatos)_amarillo= Beneficios:  Proporciona estabilidad y adherencia al producto, mejorando la duración del maquillaje. Consideraciones:  Generalmente seguro, pero algunas personas con piel muy sensible pueden experimentar irritación. -Laureth-21_amarillo= Beneficios:  Emulsionante que ayuda a mezclar ingredientes a base de aceite y agua. Consideraciones:  En concentraciones bajas, es poco probable que cause problemas, pero algunas personas pueden ser sensibles. -Dimetilaminoetil Metacrilato (Copolímero de Acrilatos)_amarillo= Beneficios:  Mejora la textura y la adherencia del maquillaje. Consideraciones:  Puede ser seguro en concentraciones normales, pero la sensibilidad individual puede variar. -C11-15 Pareth-7_amarillo= Beneficios:  Emulsionante y surfactante que mejora la textura y la aplicación. Consideraciones:  Generalmente seguro, pero algunas personas pueden experimentar irritación. -Aceite de Ricino Hidrogenado PEG-40_verde= Beneficios:  Agente emoliente que proporciona suavidad y textura. Consideraciones:  Puede ser seguro en concentraciones bajas, pero algunas personas prefieren evitar productos con derivados de aceite de ricino. -Lauril Éter Sulfato de Sodio,  Sulfato de Sodio Lauril_amarillo= Beneficios:  Surfactantes que ayudan a limpiar y eliminar el maquillaje. Consideraciones:  Pueden causar sequedad o irritación en algunas personas, especialmente aquellas con piel sensible. -Copolímero de Acrilatos de Amonio_verde= Beneficios:  Proporciona estabilidad y duración al maquillaje. Consideraciones:  En general, se considera seguro, pero la sensibilidad individual puede variar. -Lauril Éter Sulfosuccinato de Sodio_verde= Beneficios:  Surfactante y emulsionante. Consideraciones:  Puede ser irritante para algunas personas, pero generalmente se considera seguro en concentraciones normales. -Caprililglicol_verde= Beneficios: Propiedades Hidratantes: Caprililglicol tiene propiedades hidratantes y puede ayudar a mantener la humedad en la piel. Acción Antimicrobiana: Tiene propiedades antimicrobianas que pueden ayudar a preservar la frescura del producto. Textura Mejorada: Puede mejorar la textura del producto y ayudar a que se aplique de manera suave. Consideraciones: Posible Sensibilidad: Algunas personas pueden ser sensibles a este ingrediente, aunque es considerado seguro para la mayoría de las personas en concentraciones normales. Uso Combinado: A veces, Caprililglicol y Butilenglicol se utilizan en conjunto en fórmulas cosméticas para aprovechar sus propiedades complementarias. -Butilenglicol_amarillo= Beneficios: Hidratación: Es un humectante que ayuda a mantener la hidratación de la piel. Textura Ligera: Proporciona una textura ligera y no grasosa a los productos. Solubilidad: Es soluble en agua, lo que facilita su incorporación en diversas formulaciones. Consideraciones: Posible Sensibilidad: Al igual que con muchos ingredientes, algunas personas pueden ser sensibles a Butilenglicol, pero es generalmente seguro en concentraciones normales. Derivado del Petróleo: Aunque es sintético, se deriva del petróleo, lo que podría ser un aspecto a considerar para aquellos que buscan productos más naturales. Uso Combinado: A veces, Caprililglicol y Butilenglicol se utilizan en conjunto en fórmulas cosméticas para aprovechar sus propiedades complementarias. -Sorbato de Potasio_verde= Beneficios: Conservante Efectivo: Es un conservante antimicrobiano que ayuda a prevenir el crecimiento de bacterias y hongos en productos cosméticos y de cuidado personal. Estabilidad: Contribuye a la estabilidad y vida útil prolongada de los productos. Consideraciones: Uso Común: Se utiliza comúnmente en productos como cremas, lociones y productos líquidos que contienen agua. Seguridad: Es generalmente considerado seguro cuando se utiliza en concentraciones permitidas. No suele causar problemas en la piel. -Deshidroacetato de Sodio_verde= Beneficios: Conservante y Bacteriostático: Actúa como un conservante y tiene propiedades bacteriostáticas que ayudan a prevenir el crecimiento de bacterias en productos cosméticos. Amplio Espectro: Es efectivo contra una amplia variedad de microorganismos. Consideraciones: Seguridad: En concentraciones permitidas, se considera seguro en productos cosméticos. Es menos irritante en comparación con algunos otros conservantes. Versatilidad: Se utiliza en una variedad de productos, incluyendo maquillaje, cremas y lociones. -Fenoxietanol_rojo= Beneficios: Conservante Efectivo: Actúa como un conservante eficaz contra bacterias y levaduras, extendiendo la vida útil del producto. Aromatizante: Tiene un ligero aroma floral, que puede ser beneficioso para enmascarar olores desagradables en las formulaciones. Consideraciones: Concentración Importante: Su seguridad depende de la concentración utilizada. En concentraciones normales en productos cosméticos, es generalmente seguro. Regulación: Está regulado en algunos países y regiones debido a preocupaciones sobre su seguridad en concentraciones más altas. -PUEDE CONTENER Negro 2 (CI 77266)_amarillo= Beneficios:  Pigmento que proporciona color al maquillaje. Consideraciones:  En general, se considera seguro para su uso en cosméticos. -","zwart, 1ml",makeup,makeup,cream_gel,liquid,unisex,unisex,fragranced,unknown,False,False,False,False
3178048242564,Teraxyl Blancheur 2 en 1,"henkel, teraxyl, Scharzkopf","Sorbitol, aqua, hydrated silica, pentasodium triphosphate, sodium lauryl sulfate, PEG-32, aroma, alumina, alcohol, xanthan gum, sodium benzoate, sodium fluoride, sodium saccharin, disodium phosphate, cocamidopropyl betaine, zinc sulfate, trisodium phosphate, pumice, sodium chloride, sodium sulfate, limonene, CI 77891 Contient du fluorure de sodium (1450 ppm F)",75 ml,toothpaste,toothpaste,,cream_gel,unisex,unisex,fragranced,fragranced,False,False,False,False
3140100143096,"Shampooing anti pelliculaire classique, cheveux normaux","Eugène Perma, Pétrole Hahn","AQUA/WATER/EAU, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, SODIUM CHLORIDE, ZINC PYRITHIONE, PEG-40 HYDROGENATED CASTOR OIL, ACRYLATES COPOLYMER, PARFUM (FRAGRANCE), GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, LIMONENE, DMDM HYDANTOIN, QUATERNIUM-80, PROPYLENE GLYCOL, CITRUS AURANTIUM DULCIS (ORANGE) PEEL OIL, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, CITRUS LIMON (LEMON) PEEL OIL, LINALOOL, PANTHENOL, HEXYL CINNAMAL, CITRAL, HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYDE, YELLOW 5 (CI 19140), GREEN 5 (CI 61570), GERANIOL, SODIUM HYDROXIDE, CITRIC ACID, LAURETH-2, (F01).",250 ml,shampoo,shampoo,liquid,liquid,unisex,unisex,fragranced,fragranced,False,False,False,False
8435001000490,Adiós pañuelos,Pinisan,,,,other,,,unisex,,,,False,False,False,False
8710522310199,Zendium DENTIFRICE SENSITIVE,"Unilever, Zendium",,75 ml (150 ml),toothpaste,toothpaste,,cream_gel,unisex,unisex,,unknown,False,False,False,False
3614819998471,Etiaxil,Cooper,"NGRÉDIENTS: Aqua, Glycerin, Peg-40 Hydrogenated Castor Oil, Parfum, ranediol, Aloe Barbadensis Leaf Extract, Melaleuca Alternifolia Leaf Extract, EtiaXil Etia DEODC Etiaxil Spray Végétal 24h, composé à dorant des odeurs. Retrouvez toute l'efficacité de fraîcheur tout au long de la journée. la peau. Anti-trace, il protège sans faire de R Sache rapidement. Sans aluminium** et sans i convient aux peaux sensibles pour un usage tidien. MONS D'EMPLOI : Bien agiter avant emploi. Ne pas appliquer sur une Ae Eviter de vaporiser vers les yeux. Ne pas pulvériser vers le visage. Tenir EN CAS D'INGESTION : appeler immédiatement un CENTRE ANTIPOISON médecin.",2 100ml,,deodorant,spray,spray,unisex,unisex,fragranced,fragranced,False,False,False,False
9220079597749,NATURAL HERBAL BEAUTY SOAP - LUXURY AROMA ENRICHED WITH LAVENDER OIL,REYYA PREMIUM,,85 GM,,soap,cream_gel,solid_bar,unisex,unisex,fragranced,fragranced,False,False,False,False
3760354680309,Savon tamanu,Zenzitude,"Sodium Cocoate *, Sodium Shea Butterate *, Sodium Olivate *, Sodium Sunflowerseedate *, Sodium Hempseedate *, Aqua, Glycerin, Calophyllum Inophyllum Seed Oil, Tocopherol * Produits transformés issus de l'agriculture biologique 77% des ingrédients issus de l'agriculture bioloique 100% des ingrédients d'origine naturelle",100g,soap,soap,cream_gel,solid_bar,unisex,unisex,,unknown,False,True,False,True
3430750140317,Jasmin Secret,"JEANNE EN PROVENCE,ARTHES","AQUA, SODIUM LAURETH SULFATE, SODIUM CHLORIDE, GLYCERIN, COCAMIDOPROPYL BETAINE, SODIUM BENZOATE, PARFUM, CITRIC ACID, SODIUM HYDROXIDE.",1 l,,shower_gel,cream_gel,liquid,unisex,unisex,fragranced,fragranced,False,True,False,False
6928001834667,OLIVE SHERBET BODY SCRUB,Wokali,,350ml,,body_cream,,cream_gel,unisex,unisex,,unknown,False,False,False,False
3538394920033,shampooing cheveux normaux à la reine des prés bio,COSLYS,"Aqua (eau), spiraea ulmaria flower water* (eau florale de reine des prés bio), sodium coco-sulfate (tensioactif anionique issu du coco), decyl glucoside (tensioactif non ionique issu du coco et du glucose), cocamidopropyl betaine (tensioactif amphotère issu du coco), sodium chloride (sel), glycerin (glycérine d'origine végétale), mel* (miel), coco-glucoside (tensioactif non ionique issu du coco et du glucose), glyceryl oleate (tensioactif non ionique issu du coprah, huile de tournesol, glucose et glycérine végétale), simmondsia chinensis seed oil* (huile de jojoba bio), hydrolyzed wheat protein (peptides de blé), parfum (parfum 100% d'origine naturelle), coconut alcohol (alcool issu du coco), sodium sulfate (sel), dehydroacetic acid, sodium benzoate, benzyl alcohol (agents de conservation), linalol, limonene, citronellol (composants naturellement présents dans le parfum). *Ingrédient issu de l'Agriculture Biologique",1 l,shampoo,shampoo,liquid,liquid,unisex,unisex,fragranced,fragranced,False,False,True,True
8809913830047,SKIN1004 Madagascar Centella Tea-Trica B5 Cream,,,75 ML,,face_cream,cream_gel,cream_gel,unisex,unisex,,unknown,False,False,False,False
4030600221211,DUCADOS RUBIO EXTRA,,,20 ud,,other,,,unisex,,,,False,False,False,False
8422721195803,Go organic acondicionador,Farma Dorsch,,,,hair_care,,,unisex,unisex,,unknown,True,False,False,True
4058172508394,Wash Gel Energy,Balea MEN,aqua - coco-glucoside - sodium coco-sulfate - glycerin - cocamidopropyl betaine - sodium chloride - panthenol - niacinamide - parfum - sodium benzoate - glycerol oleate - citric acid - caffeine - tocopheryl acetate - tocopherol - hydrogenated palm glycerides citrate - sodium sulfate - lecithin - ascorbyl palmitate - linalool - ci 15510,150 ml,,shower_gel,cream_gel,liquid,unisex,men,fragranced,fragranced,False,False,False,False
4061461437640,Rasierklingen,"Lacura, Lacura Men","STYRENE/BUTADIENE COPOLYMER, PEG-160M, PEG-9M, PEG400/1,4-BUTANEDI OL/SMDI COPOLYMER, ALOE BARBADENSIS LEAF POWDER, ARGANIA SPINOSA KERNEL OIL, TOCOPH ERYL ACETATE, ETHYLENE DISTEARAMIDE, OCTADECYL DI-T-BUTYL-4-HYDROXYHYDROCINNAMATE, GLYCOL MONTANATE, CI 74260, CI 21108.",6 pcs,,other,powder,solid_bar,unisex,men,,unknown,False,False,False,False
8480000764911,Leche limpiadora,Deliplus,,,,makeup,,liquid,unisex,unisex,,unknown,False,False,False,False
7704269114340,jabón líquido antibacterial,terapia Xtreme,,,,soap,liquid,liquid,unisex,unisex,,unknown,False,False,False,False
8410020053733,Blanqueador avanzado,Licor del Polo,,75 ml,,toothpaste,,cream_gel,unisex,unisex,,unknown,False,False,False,False
3600550164008,Soin protecteur regénérant Thé vert + Vigne rouge régénérante,"Mixa, Mixa Expert Peau Sensible","Aqua / water, glycerin, caprylic / capric triglyceride, butyrospermum parkii butter / shea butter, prunus armeniaca kernel oil / apricot kernel oil, dicaprylyl ether, dicaprylyl carbonate, myristyl alcohol, cetearyl alcohol, stearyl alcohol, aloe barbadensis / aloe barbadensis leaf juice, benzyl alcohol, camellia sinensis extract / camellia sinensis leaf extract, cetearyl glucoside, glyceryl stearate citrate, limonene, linalool, myristyl glucoside, potassium sorbate, salicylic acid, sodium benzoate, sodium phytate, tocopherol, vitis vinifera (grape) bud extract, xanthan gum, parfum / fragrance. (FIL B36750/1). ",50 ml,face_cream,face_cream,cream_gel,cream_gel,unisex,unisex,fragranced,fragranced,False,False,True,False
7804920350831,Jabón Líquido Crema Humectante,"Henkel, Ballerina","Aqua, Sodium Laureth Sulfate, Cocamide DEA, Sodium Chloride, Cocamidopropyl Betaine, Glycerin, Dimethiconol, TEA-Dodecylbenzenesulfonate, Styrene Copolymer (Acrylates Copolymer), Parfum, Stearic Acid, Glycol Distearate, Citric Acid, Magnesium Sulfate, Methylchloroisothiazolinone, Methylisothiazolinone, Magnesium Chloride, Magnesium Nitrate, Sodium Hydroxide.",900 ml (30.4 oz),soap,soap,cream_gel,liquid,unisex,unisex,fragranced,fragranced,False,False,False,False
7891150090231,Triple+,"Pepsodent,Unilever","AQUA, SORBITOL, HYDRATED SILICA, PEG-32, SODIUM LAURYL SULFATE, AROMA, CELLULOSE GUM, TITANIUM DIOXIDE, BENZYL ALCOHOL, SODIUM FLUORIDE 0.145%, SODIUM SACCHARIN, TRISODIUM PHOSPHATE, CI 74160.",90 g,toothpaste,toothpaste,,cream_gel,unisex,unisex,fragranced,fragranced,False,False,False,False
0699838224322,Butter Me Up Whipped Tallow Cream,Butter Me Up,"TALLOW, PRUNUS AMYGDALUS  DULCIS  (Sweet almond )oil, SQUALANE, MARANTA ARUNDINACEA ROOT POWDER, TOCOPHEROL (HELIANTHUS ANNUUS SEED OIL)",100g,,body_cream,cream_gel,cream_gel,unisex,unisex,,fragrance_free,False,False,True,False
5708048047029,WC REINIGER,EcoClean nordic,"&lt;5% amphoterische Tenside, &lt;5% anionische Tenside, Parfüme (u.a. natürliche ätherisch Öle. Enthält d-Limonene), Wasser, Zitronensäure, Milchsäure, Xantan Gum, (Melissa Officinales Blatt + Stängel, Alkohol)",750 ml,,other,,liquid,unisex,unisex,,fragranced,False,,False,False
3159870101007,Savon Pat'Arma,"Arma Pâte, Deb","Aqua, Quartz, sodium tallowate, wood powder, sodium carbonate, bentonite, dimethyl oxazolidine, parfum.",750 g,soap,soap,powder,solid_bar,unisex,unisex,fragranced,fragranced,False,False,False,False
6123498756144,Argan oil,Bio Zagora,"oméga 6, vitamine E, anti-oxidant,",250 ml,,other,cream_gel,liquid,unisex,unisex,,unknown,False,True,True,True
2500000002564,shampoo con aceite de argan jojoba y keratina,olenka,,,shampoo,shampoo,cream_gel,liquid,unisex,unisex,,unknown,False,False,False,False
3600551020419,La Crème des peaux extra-sèches,Mixa,"Eau, glycérine, palmitate d'isopropyle (isopropyl palmitate), alcool cétéarylique (cetearyl alcohol), propanediol, glyceril stearate, diméthicone, esters de cétyle, huile d'amande douce (Prunus amygdalus dulcis), huile de noyau d'abricot (Prunus armeniaca), beurre de karité (Butyrospermum parkii), allantoïne, PEG-100 stearate, ammonium polyacryloyldimethyl taurate, hydroxyacetophenone, caprylyl glycol, acide citrique, gomme xanthane, parfum (FIL Z280662/1).",400 ml,body_cream,body_cream,cream_gel,cream_gel,unisex,unisex,fragranced,fragranced,False,False,False,False
8901012131060,Listerine Freshburst,Listerine,,500 ml,,other,,liquid,unisex,unisex,,fragranced,False,False,False,False
8411135353541,Desodorante invisible,Lactovit,,,,deodorant,,,unisex,,,unknown,False,False,False,False
3574661792552,Crème de douche extra douce - Lait de Cotton Le Petit Marseillais,Le Petit Marseillais,"Aqua, sodium laureth sulfate, cocamidopropyl betaine, glycerin,sodium cloride, gossypium herbaceum seed extract, glycol distearate, hydroxypropyl methylcellulose,citric acid, sodium hydroxide, sodium benzoate, parfum. [PR-003659]",380ml,,shower_gel,cream_gel,cream_gel,unisex,unisex,fragranced,fragranced,False,True,False,False
4058172002144,Handkonzentrat (strapazierte und rissige Hände),"Balea, dm","AQUA, GLYCERIN, CETEARYL ALCOHOL, CAPRYLIC/CAPRIC TRIGLYCERIDE, SODIUM CETEARYL SULFATE, STEARIC ACID, PALMITIC ACID, BUTYROSPERMUM PARKII BUTTER, BUTYLENE GLYCOL, ORBIGNYA OLEIFERA SEED OIL, PANTHENOL, TOCOPHERYL ACETATE, PSEUDOALTEROMONAS FERMENT EXTRACT, PHENOXYETHANOL, ETHYLHEXYLGLYCERIN, SALICYLIC ACID, SODIUM HYDROXIDE, CITRIC ACID.",50 ml,hand_cream,hand_cream,cream_gel,cream_gel,unisex,unisex,,unknown,False,False,False,False
3760099730000,Savon surgras au beurre de karité,Laboratoire L&G,"Sodium Shea Butterate, Sodium Cocoate, Sodium Olivate, Aqua, Glycerin, Helianthus Annus Seed Oil, Calendula Officinalis Flower, Calendula Officinalis Flower Extract, Tocopherol. 99,9 % des ingrédients d'origine végétale sont issus de l'agriculture biologique.",100g,soap,soap,cream_gel,solid_bar,unisex,unisex,,fragrance_free,False,True,False,True
3518646060717,A CÉRUMEN - Hygiène des oreilles,Laboratoires Gilbert,"COMPOSITION: Tensio-actifs doux (Sodium acylsarcosinate et Sucrose ester), Agent humectant Colorant d'origine végétale. Excipients q.s.p. 100 %.",40 mL,,other,,liquid,unisex,unisex,,unknown,False,True,False,False
7799054023693,Polvo Fijador Compacto Extreme Perfect Ending,Extreme,"Talc, Mica, Zinc Stearate, Polyethylene, Zea Mays (Corn) Starch, Dimethicone, Silica, Phenoxyethanol, Potassium Sorbate",10 g,makeup,makeup,powder,powder,unisex,unisex,,unknown,False,True,False,False
0667555840590,Rose Water & Ivy Gentle & Clean Foaming Hand Soap,Bath & Body Works,"Water (Aqua, Eau), Disodium Laureth Sulfosuccinate, Cocamidopropyl Hydroxysultaine, PEG-40 Hydrogenated Castor Oil, Propanediol, Sodium Cocoyl Glycinate, Fragrance (Parfum), PEG-7 Glyceryl Cocoate, Sodium C14-16 Olefin Sulfonate, Phenoxyethanol, Hydroxyacetophenone, Caprylyl Glycol, PEG-10, Aloe Barbadensis Leaf Juice, Disodium EDTA, Butyrospermum Parkii (Shea) Butter Extract, Tocopheryl Acetate, BHT, Citric Acid, Sodium Hydroxide, Hexyl Cinnamal, Citronellol, Limonene.","259 mL, 8.75 fl oz",soap,soap,cream_gel,liquid,unisex,unisex,fragranced,fragranced,False,False,False,False
8809093097100,Mielle Argan Essential Oil,Mielle,"Dimethicone, Cyclomethicone, Isopropyl Myristate, Cyclopentasiloxane, Perfume, Argania spinosa kernel oil",,hair_care,hair_care,cream_gel,liquid,unisex,unisex,fragranced,fragranced,False,False,False,False
3760099592394,Savon le naturel extra pur de marseillaise,Savon le naturel,"AQUA, POTASSIUM OLEATE, pgp-5-cetheth-20, linalool, caramel, potassium hydroxide, glycerin, parfum, alpha-isomethyl ionone, amyl cinnamal, limonene, tetrasodium glutamate diacetate, citric acid, potassium cocoate, potassium olivate, sodium chloride, potassium carbonate",500 ml,soap,soap,liquid,liquid,unisex,unisex,fragranced,fragranced,False,True,False,False
6203910208106,Soins lèvres anti-âge lissant,CATTIER,"Cera alba, simmondsia chinensis seed oil, cocos nucifera oil, adansonia digitata seed oil, ricinus communis seed oil, olea europaea fruit oil, olus oil, octyldodecanol, dipalmitoyl hydroxyproline, aroma, aqua, candelilla cera, hydrogenated coco-glycerides, hydrogenated vegetable oil, irvingia gabonensis kernel butter, palmitic acid, tocopherol, limonene",4g,makeup,lip_balm,cream_gel,solid_bar,unisex,unisex,fragranced,fragranced,False,False,False,True
3760354680286,beurre de karité bio,Zenzitude,butrospermum parkii butter* *Issus de l'agriculture biologique,50 ml,body_cream,body_cream,cream_gel,cream_gel,unisex,unisex,,fragrance_free,False,True,False,True
8480010194227,Glicerina y argán,Belle,,,,other,,,unisex,,,unknown,False,False,False,False
0012044038918,Desodorante,Old Spice,"DIPROPYLENE GLYCOL, WATER, PROPYLENE GLYCOL, SODIUM STEARATE, POLOXAMINE 1307, FRAGRANCE, PPG-3 MYRISTYL ETHER, TETRASODIUM EDTA, VIOLET 2, GREEN 6",,deodorant,deodorant,,stick,unisex,men,fragranced,fragranced,False,False,False,False
