code,product_name,brands,generic_name,categories_tags,ingredients_text,silver,gpt4omini,gptoss,llama3b,status,enum_choices,your_arbitrage,note,auto_arbitrage,auto_reason
4022381010962,Buchweizenflocken,"Spielberger, Spielberger Mühle",Buchweizenflocken,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:cereal-flakes,en:buckwheat-flakes",Buchweizenflocken 100%,,other,other,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",other,,,unmatched
4056489167853,Muesli Crunchy 0%,Crownfield,Muesli crujiente con edulcorante,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals","57 % copos de _avena_ integral, edulcorante: maltitoles; aceite de girasol, harina integral de _trigo_, harina de _trigo_, aroma natural, antioxidante: extracto rico en tocoferoles.",,muesli,muesli,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",muesli,,muesli,kw:muesli
4104420013308,Hirseflocken,"Alnatura, Alnatura GmbH",,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:breakfast-cereals,en:cereal-grains,en:flakes,en:cereal-flakes,en:extruded-flakes,en:rolled-flakes,en:millet,en:millet-flakes,de:flocken-flockenmisch","Hirsevollkornflocken* *aus biologischer Landwirtschaft Kann Spuren von Gluten, Soja, Milch, Mandel, Nüssen, Sesam und Lupine enthalten.",,other,other,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",other,,,unmatched
4104420029606,Dinkelflocken Großblatt,"Alnatura, Alnatura GmbH",Bio Dinkelflocken Großblatt,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:cereal-flakes,en:extruded-cereals,en:extruded-flakes,en:rolled-flakes,en:rolled-spelt-flakes,de:flocken-flockenmisch","DINKELVOLLKORNFLOCKEN*¹ *aus Demeter Bio-Landbau ¹Dinkel ist eine WEIZENART Kann Spuren von Soja, Milch, Mandel, Nüssen, Sesam und Lupine enthalten.",,other,other,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",other,,other,ing:dinkel-first
5000436857112,Malt Wheats Toasty Crunch,Tesco,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:extruded-cereals,en:breakfast-cereals-rich-in-fibre","Wholewheat Flour, Sugar, Malted Barley Extract, Partially Inverted Sugar Syrup, Salt, Niacin, Iron, Pantothenic Acid, Thiamin, Riboflavin, Vitamin B6, Folic Acid, Vitamin B12.",,other,other,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",other,,,unmatched
5010029000382,Formelle Frumento Integr. c/Vitamine e Ferro,Weetabix,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:bran,en:cereal-brans","Frumento integrale (95%), estratto di orzo maltato, zucchero, sale, niacina (vitamina PP), ferro solfato, Riboflavina (vitamina B2), Tiammina (vitamina B1), acido folico.",,other,other,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",other,,other,ing:frumento-first
5010029220773,Weetabix,Weetabix®™,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:wholegrain-cereal","wholegrain wheat (95%), extract of malted barley, sugar, salt, niacin, iron, vitamins b2, b1 and b9,",,other,other,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",other,,other,ing:wheat-first
5053827168892,Red Fruits,"Kellogg's, Special K",,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:cereals-with-fruits,en:extruded-cereals,en:cereal-flakes-with-fruits","Riso (45%), frumento integrale (36%), zucchero, frutti liofilizzati (4.5%) (fragola, ciliegia, mirtilli), orzo (4.5%), farina di malto d'orzo, sale, estratto di malto d'orzo, niacina, ferro, zinco, riboflavina, tiammina, vitamina B6, acido folico, vitamina D, vitamina B12",,mixed,mixed,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",puffed_rice,,puffed_rice,ing:riso-first
5054269690200,Wheat biscuits,tesco,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:breakfasts,en:cereals-and-potatoes,en:sweet-snacks,en:cereals-and-their-products,en:biscuits-and-cakes,en:breakfast-cereals,en:biscuits,en:dry-biscuits","cere Nutrition 36 wheat biscuits fortified with vitamins and iron Serving your cereal with good way to get some d (fresh or dried) will cou Ingredients Wheat (95%), Malted Barley Extract, Sugar, Salt, Niacin, Iron, Riboflavin, Thiamin, Folic Acid. 10 conta Typical values Energy 15 358 Allergy advice...",,other,other,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",other,,other,kw:wheat-no-class
5060106210029,Oat Crunch Organic Original Granola with Honey,bodymatter,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals","Organic Wholegrains 69% (Organic Jumbo Rolled _Oats_, Organic Pinhead _Oatmeal_), Organic _Barley Malt Extract_, Organic Honey, Organic Ground _Almonds_, Organic Cold Pressed Sunflower Oil, Organic Bourbon Vanilla",,granola,granola,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",granola,,granola,kw:granola
5070000313801,Chocolate,Surreal,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:protein","Soya Protein, Pea Protein, Pea Starch, Rapeseed Oil, Sweeteners (Erythritol, Stevia), Cocoa Powder, Inulin, Soya Lecithin, Natural Flavouring (Chocolate, Vanilla).",,other,other,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",chocolate_cereal,,chocolate_cereal,kw:choco-priority
5099801004145,Flahavan's Quick Oats (Lemon Curd Flavour),Flahavan's,Porridge oat sachets with lemon curd flavour,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:instant-porridge","Wholegrain Rolled _Oats_ 84%, Sugar, Natural flavouring",,oat_cereal,oat_cereal,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",oat_cereal,,oat_cereal,kw:oat-cereal
6009801741680,HIGH PROTEIN CEREAL VANILLA FLAVOUR,FUTURELIFE,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:dietary-supplements,en:bodybuilding-supplements","SmartMaize TM (Whole Maize Flour, NON-GMO), SmartProtein3D Blend (25%) [Soy Protein Concentrate (Soy, NON-GMO), Skim Milk Powder (Cow's Milk), Whey Protein Concentrate (Cow's Milk), Calcium Caseinate (Cow's Milk)], FutureSoy (Whole Soy Bean Flour, NON-GMO), Sucrose, Maltodextrin, Calcium (Calcium Ca...",,other,other,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",other,,,unmatched
7501058614278,Fitness Fruits,"Nestlé,Société des Produits Nestlé S.A.,Fitness","Hojuelas de trigo integral, arroz y maíz, con fruta, fortificadas","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals","Mezcla de cereales (trigo integral 31.5%, arroz 20.4%, maíz 15.2%, mezcla de frutas deshidratadas (pasas 12.5%, papaya 2.6%, piña 2.6%, coco 1.7%), azúcar, ácido cítrico, metabisulfito de sodio, dioxido de azufre y dextrosa), azúcar, salvado de trigo, jarabe de maíz de alta fructosa, extracto de mal...",,mixed,mixed,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",mixed,,mixed,kw:multi-grain-corn_rice_wheat
7501485801234,GRANOLA DORADA,DON LUIS,"MEZCLA DE CEREALES HORNEADOS CON LINAZA, AMARANTO Y ARANDANO","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals","HOJUELAS DE AVENA, HOJUELAS DE TRIGO, MEZCLA DE NUECES (PUEDE CONTENER: NUEZ DE LA INDIA, NUEZ DE NOGAL, ALMENDRA), UVA PASA, ARÁNDANO, LINAZA, COCO RALLADO, AZÚCAR MASCABADO, FRUCTUOSA, GLUCOSA, AJONJOLÍ, ACEITE DE MAÍZ Y ESENCIA DE VAINILLA.",,granola,granola,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",granola,,granola,kw:granola
7501791638623,Arroz super extra,Aurrera,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:breakfast-cereals,en:cereal-grains,en:flakes,en:rices,en:cereal-flakes,en:rolled-flakes,en:rice-flakes","Arroz de grano largo. PUEDE CONTENER NUEZ, CACAHUATE, ALMENDRA, AJONJOLÍ Y AVENA (GLUTEN).",,other,other,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",puffed_rice,,puffed_rice,ing:arroz-first
7502213120023,Maxilu Granola Maxinola,Maxilu,Cereales con miel natural,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:breakfast-cereals,en:cereal-grains","Avena en hojuela, salvado de trigo, cacahuate, uva pasa, azucar, nuez nogal, almendra, glucosa de maiz, amaranto, miel de abeja.",,granola,granola,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",granola,,granola,kw:granola
7613033149825,Nestum Trigo y Miel,"Nestlé, Nestum","cereal infantil instantáneo a base de harina de trigo, miel, fortificado con vitaminas y minerales.","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:baby-foods,en:breakfast-cereals,en:cereals-for-babies,en:cereals-with-honey,en:from-6-months","Harina de trigo, azúcar, miel, carbonato de calcio, hidrogenofosfato dipotásico, vitamina C (L-ácido ascórbico), fumarato ferroso (hierro), vainillina (sabor artificial), sulfato de zinc, vitamina E (DL-acetato de alta tocofenil), culturas bífidas (Bifidobacterium Lactis), niacina (nicotinamida), vi...",,other,other,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",other,,,unmatched
7613034412904,Trix,"Nestlé,Trix","extrudado (formas varias) a base de maíz integral, sémola fina de maíz y azúcar, sabor a frutas, fortificado con vitaminas, hierro y zinc.","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:extruded-cereals","Harina de maíz integral, Sémola fina de maíz, Azúcar, Jarabe de glucosa, Aceite de palma (Palmitato de ascorbilo), Calcio (Carbonato de calcio), Sal, vitaminas y minerales (Maltodextrina, Niacina, Óxido de zinc, Pantotenato de calcio, Hierro reducido, Vitamina B1, Vitamina B6, Vitamina B2, Ácido fól...",,other,other,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",other,,other,branded:fruit-flavored
7790045001034,Fibra Total con Pasas,Granix,copos integrales con pasas de uva.,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:cereals-with-fruits,en:flakes,en:cereal-flakes,en:extruded-cereals,en:rolled-flakes,en:cereal-flakes-with-fruits,en:rolled-wheat-flakes","Harina de integral, pasas de uva, azúcar, salvado de trigo, extracto de malta, jarabe de glucosa, almidón de maíz, miel, sal, aromatizante natural, antioxidante (tocoferoles).",,muesli,mixed,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",muesli,,,unmatched
7804000001431,Hojuelas sabor chocolate,Enlinea,Cereal a base de maíz y salvado de trigo,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals","Granos de Cereal 60,0% (harina de maíz 36,7%, semolina de maíz 16,7% y salvado de trigo 6,7%), jarabe de maltitol, agua, polidextrosa, cacao en polvo 7,4%, leche descremada en polvo, licor de cacao 0,7%, saborizante idéntico al natural, carbonato de calcio, lecitina de soya, stevia, sucralosa y vain...",,chocolate_cereal,chocolate_cereal,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",chocolate_cereal,,chocolate_cereal,kw:choco-priority
7807910026129,Hola! Granola Frutos del bosque,Cuisine & Co.,"Mezcla a base de cereales y azúcar con trozos de arándanos, moras, frambuesas, grosellas y frutillas","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:cereals-with-fruits","Hojuelas de avena integral, azúcar, hojuelas de trigo integral, aceite vegetal de palma, arroz extruido [arroz, azúcar, gluten de trigo, harina de malta, harina de cebada, harina de trigo, sal, extracto de malta], coco rallado, jarabe de glucosa, jarabe de fructosa, arándanos rojos [azúcar, arándano...",,granola,granola,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",granola,,granola,kw:granola
7891000288801,Nesfit Original,"Nestlé,Nesfit","cereal/extruido dietético para el desayuno a base de trigo integral, maíz, arroz y avena integral fortificado con vitaminas (B2, B6, B1, B3, B9, B5) y minerales (calcio, hierro).","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:breakfast-cereals-fortified-with-vitamins-and-chemical-elements,en:cereal-flakes,en:diet-breakfast-cereals,en:rolled-flakes,en:diet-breakfast-cereals-fortified-with-vitamins-and-chemical-elements,en:blend-of-rolled-cereal-flakes,en:diet-breakfast-cereals-plain-fortified-with-vitamins-and-chemical-elements","Cereales (Copos de trigo integral, Sémola de maíz, Salvado de trigo, Arroz, Copos de avena integral), Maltitol, Carbonato de calcio, Sal, Vitaminas y minerales [Hierro, Niacina, Pantotenato de calcio, Vitamina B6, Vitamina B1, Vitamina B2, Ácido fólico], Estabilizante (Fosfato trisódico), Edulcorant...",,mixed,mixed,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",mixed,,mixed,kw:multi-grain-corn_oat_rice_wheat
8001300804994,"Multigrain di Riso, Frumento integrale e Orzo","Despar, Spar",,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:extruded-cereals","FIOCCHI ESTRUSI DI RISO, FRUMENTO INTEGRALE E ORZO CON FRUTTI ROSSI, ARRICCHITI CON 7 VITAMINE E FERRO INGREDIENTI: riso (47,5%), farina di frumento (grano) integrale (16,6%), farina di riso (8,1%), zucchero, farina di orzo (7,1%), mix di frutti liofilizzati in proporzione variabile (ciliegie, frago...",,mixed,mixed,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",mixed,,mixed,kw:multigrain
8001863007184,Amaranto Soffiato Biologico,Stella,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:puffed-grains,en:puffed-cereals,en:puffed-amaranth",amaranto,,other,other,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",other,,other,kw:other-grain-no-class
8002590048402,"DolcesenzaFrumento, Avena e Riso",Misura,fiocchi di frumento integrale riso ed avena senza zuccheri aggiunti con edulcoranti,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:cereal-flakes,en:extruded-cereals,en:extruded-flakes,en:breakfast-cereals-rich-in-fibre,en:mixed-cereal-flakes","Frumento integrale 26,8% - avena integrale 25,3% - riso 25,3% - farina integrale di grano tenero 12,7% - edulcorante: maltitolo - latte scremato in polvere - glutine di frumento - sale - agente lievitante: carbonato acido di sodio - emulsionante: lecitina di girasole. Può contenere soia, frutta a gu...",,mixed,mixed,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",mixed,,mixed,kw:multi-grain-oat_rice_wheat
8019010405288,Grano saraceno soffiato,Naturasi,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:puffed-grains,en:puffed-cereals","100g e 3.53 oz Velori nutricionali medi per 100g Average nutritional values per 100 g Grano saraceno soffiato biologico energie-energy 1576 /372 kcal grassi-fot di cui acidi grassi saturi of which saturates Puo contenere glutine, soia, frutta a guscio e semi di sesomo Conservore in luogo fresco e as...",,other,other,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",other,,other,kw:pseudo-grain-puffed
8023678728955,Granola Avena integrale,Isola Bio,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals","Fiocchi di avena integrale (52%), zucchero di canna* non raffinato, cioccolato fondente* (10%) (pasta di cacao*, zucchero di canna*, burro di cacao*), riso soffiato (8,5%) (farina di riso*), farina di avena (7%), crusca di avena* (5%), olio di semi di girasole* (olio di semi di girasole oleico. anti...",,granola,granola,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",granola,,granola,kw:granola
8033209011814,Bran sticks con 61 % di crusca,"Vita & Gioia,SMA","bastoncini di grano con crusca, ricchi di vitamina B1, B2, B5, B6, B9, PP, H, B12.","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:extruded-cereals,en:wheat-bran-sticks","Cereali [crusca di FRUMENTO (61%), farina di FRUMENTO (23%)], zucchero, estratto di malto d'ORZO, sale, vitamine: niacina (PP), acido pantotenico (B5), B6, tiammina (B1), riboflavina (B2), folacina (B9), biotina (H), B12.",,other,other,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",other,,,unmatched
8052204791354,Granola proteica,"Ambrosiae, Perfect Bio",,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals","Fiocchi di avena* integrale senza glutine, avena* integrale senza glutine, semi di girasole*, mandorle 12%, purea di mele*, olio di semi di girasole* alto oleico, proteine di mandorle* 5%, mirtilli rossi* 4% (mirtilli rossi* 60%, succo di mela* concentrato), proteine di pisello* 3%, datteri*, gelso*...",,granola,granola,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",granola,,granola,kw:granola
8436015590267,Copos de cebada,Biogoret,Copos de cebada ecológicos,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:cereal-flakes,en:rolled-flakes,en:barley-flakes",Cebada* (100%). (* Ingredientes procedentes de la agricultura ecológica).,,other,other,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",other,,other,ing:cebada-first
8436015593534,Copos de quinoa,Biogoret,Copos de quinoa ecológicos,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:cereal-flakes,en:rolled-flakes,en:quinoa-flakes",Copos de quinoa*. (* Ingredientes procedentes de la agricultura ecológica).,,other,other,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",other,,,unmatched
9004617063145,Bio-Hafer Crunchy,Verival,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:extruded-flakes","_Haferflocken_ 59%, Rohrohrzucker, high-oleic Sonnenblumenöl, Kokosraspel, Vollkornreiscrispies, Salz.",,granola,granola,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",granola,,granola,kw:crunchy
9300601395583,Wheat biscuits,Coles,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:breakfasts,en:cereals-and-potatoes,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits-and-crackers,en:cereals-and-their-products,en:biscuits,en:breakfast-cereals","Whole Grain Wheat (97%), Sugar, Salt, Barley Malt Extract, Vitamins (Niacin (B3), Thiamin (B1), Riboflavin (B2)).",,other,other,muesli,silver_missing,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",other,,other,kw:wheat-no-class
0011110030726,Peanut Butter Sweetened Multi-Grain Toasted Cereal,Kroger,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:sweet-breakfast-cereals","WHOLE GRAIN CORN FLOUR, SUGAR, PEANUT BUTTER (PEANUTS, DEXTROSE, MONOGLYCERIDES, SALT), WHOLE GRAIN BARLEY FLOUR, WHOLE GRAIN BROWN RICE FLOUR, WHOLE GRAIN OAT FLOUR, WHOLE GRAIN SORGHUM FLOUR, DEXTROSE, SALT, TRISODIUM PHOSPHATE, COLOR ADDED, MIXED TOCOPHEROLS (ADDED TO PRESERVE FRESHNESS). VITAMIN...",,,,,no_llm_data,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",mixed,,mixed,kw:multigrain
0016000124790,Honey Nut Cheerios,General Mills,Cereal,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:breakfast-cereals,en:cereal-grains,en:extruded-cereals","Whole Grain Oats, Sugar, Corn Starch, Honey, Brown Sugar Syrup, Salt, Tripotassium Phosphate, Canola Oil, Natural Almond Flavor, Vitamin E, Calcium Carbonate, Vitamin C, sodium ascorbate, Iron, Zinc, mineral nutrients, niacinamide, Vitamin B6, pyridoxine hydrochloride, Vitamin B1, thiamin mononitrat...",,,,,no_llm_data,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",oat_cereal,,oat_cereal,kw:oat-cereal
0016000148857,Reduced Sugar Cup Cereal,"Cocoa Puffs, General Mills Sweetened Corn Puffs",,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals","Whole Grain Corn, Sugar, Rice Flour, Corn Syrup, Cocoa Processed With Alkali, Color (caramel color, annatto extract), Canola oil, Sunflower Oil, Salt, Baking Soda, Natural Flavor, Tricalcium Phosphate, Calcium Carbonate, Vitamin C, Iron, Zinc, Vitamin A, Vitamin B, Vitamin B6, Vitamin B1, Vitamin A,...",,,,,no_llm_data,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",corn_flakes,,corn_flakes,ing:corn-first
0016000160712,Cheerios Oat Crunch Cinnamon,"Cheerios, General Mills",sweetened multigrain cereal with whole grain oats.,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:extruded-cereals","Whole Grain Oats, Sugar, Whole Grain Corn, Modified Corn Starch, Canola Oil, Corn Starch, Honey, Whole Grain Rice, Corn Bran, Whole Grain Sorghum, Whole Grain Millet, Salt, Cinnamon, Tripotassium Phosphate, Baking Soda, Color (caramel color, annatto extract), Vitamin E (mixed tocopherols), Vitamins ...",,,,,no_llm_data,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",oat_cereal,,oat_cereal,kw:oat-cereal
0016000264694,Oats 'N Honey Granola Bars,Nature Valley Crunchy,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:breakfasts,en:cereals-and-potatoes,en:sweet-snacks,en:cereals-and-their-products,en:breakfast-cereals,en:bars,en:mueslis,en:cereal-bars","Whole Grain Oats, Sugar, Canola Oil, Rice Flour, Honey, Salt, Brown Sugar Syrup, Baking Soda, Soy Lecithin, Natural Flavor. CONTAINS SOY; MAY CONTAIN PEANUT, ALMOND AND PECAN INGREDIENTS Ceneral Mille 20706651",muesli,,,,no_llm_data,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",muesli,,muesli,cat:mueslis
0016000435094,Toasted Whole Grain Oat Cereal,Cheerios,gluten-free toasted whole grain oat cereal.,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:specific-products,en:breakfast-cereals,en:products-for-specific-diets,en:products-without-gluten,en:extruded-cereals,en:breakfast-cereals-puffed-cereals-wholemeal-fortified-with-vitamins-and-chemical-elements","Whole Grain Oats, Corn Starch, Sugar, Salt, Tripotassium Phosphate. Vitamin E (mixed tocopherols) (Added to Preserve Freshness). Vitamins and Minerals [Calcium Carbonate, Iron (mineral), Zinc (mineral), Vitamin C (sodium ascorbate), niacinamide, Vitamin B6 (pyridoxine hydrochloride), Vitamin A (palm...",,,,,no_llm_data,"muesli, granola, corn_flakes, oat_cereal, chocolate_cereal, puffed_rice, mixed, other",oat_cereal,,oat_cereal,kw:oat+format
