code,product_name,brands,generic_name,categories_tags,ingredients_text,silver,gpt4omini,gptoss,llama3b,status,enum_choices,your_arbitrage,note,auto_arbitrage,auto_reason
2811404001757,Schweizer Gruyère AOP,FKS GmbH,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:unpasteurised-products,en:unpasteurised-cheeses",ROHMILCH,,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,named:gruyère
2824373001529,Schnittkäse mit Pfeffer,FKS GmbH,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:sliced-cheeses","Pasteurisierte Kuhmilch, 1.2% grüner Pfeffer, Salz, Starterkulturen, mikrobielles Lab",,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:cow
29009541,Ziegenkäse Natur/Bochshornklee,Hofburger,Schnittkäse,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:goat-cheeses","Pasteurisierte _Ziegenmilch_, Salz, Käsereikulturen (enthalten _Milch_), mikrobieller Labaustauschstoff.",goat,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",goat,,goat,named:ziegen
29061518,Grated Mozarella,M&S Food,Grated firm medium fat cheese,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:italian-cheeses,en:stretched-curd-cheeses,en:mozzarella,en:grated-cheese,en:grated-mozzarella","Mozzarella Cheese (_Milk_), Potato Starch.",,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,named:mozzarella
29061532,Grated Cheddar & Mozzarella,M&S Food,Blend of grated British cheddar and mozzarella semi-hard cheese,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:grated-cheese","Cheddar Cheese 49% (_Milk_), Mozzarella Cheese 49% (_Milk_), Potato Starch.",,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,named:mozzarella
2980236003564,Queso tierno,Granja la luz,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:spanish-cheeses","Leche pasteurizada vaca (min 80 %), cabra (min 5%) y loue ia (min 5%.) sal, cuaio, estabilizanto. cloruro cálcico conseruados Lisozima (derivado de huevo) y fermentos Lácticos. Corteza no comestible. En corteza: conservadores (E-202, E-235). Fabricado por RGSA: 15.000351/P. Envasado por: ES 15.2862/...",,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",goat,,goat,named:cabra
2992987003069,Queso cheddar mature,Carrefour,Queso madurado,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:cheeses-from-the-united-kingdom,en:cheeses-from-england,en:cheddar-cheese","Leche pasteurizada de vaca, fermentos lácticos, cuajo, sal, colorante (annato)",cow,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,named:cheddar
3023260005100,Salakis Natur,Salakis,"Weichkäse aus pasteurisierter Schafmilch in Salzlake gereift, 48 % Fett i. Tr.","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:sheep-s-milk-cheeses","pasteurisierte Schafmilch, Salz, Milchsäurebakterien, mikrobielles Lab",sheep,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",,,,unmatched
3023260005872,Salakis Herbes de Provence,Salakis,"Fromage de brebis au lait pasteurisé, dans l'huile végétale aromatisée, aux herbes de Provence et poivrons rouges","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:sheep-s-milk-cheeses,en:feta-type-cheese,en:feta-type-cheese-from-cow-s-milk","Huile de colza (48,1 % min.), fromage de brebis (45% min.), aromates, plantes aromatiques, arôme naturel.",cow,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",sheep,,sheep,kw:sheep
3023260020233,Fromage de brebis au lait pasteurisé allégé en matière grasse,Salakis,"Fromage allégé en matière grasse, au lait pasteurisé de brebis","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:sheep-s-milk-cheeses",Fromage de brebis au lait pasteurisé allégé en matières grasses. Lait origine : France.,sheep,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",sheep,,sheep,kw:sheep
3023260025825,Basilic,Salakis,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:canned-foods,en:cheeses,en:pasteurized-cheeses,en:sheep-s-milk-cheeses,en:canned-cheeses","rapeseed oil (48,1% min),, sheep's cheese with pasteurized milk originated in france (45% min),), basil, natural aroma,",sheep,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",sheep,,sheep,kw:sheep
3023260026273,"Neufchâtel au lait cru (25,4% MG)",Les Cateliers,fromage au lait cru à pâte molle à croûte fleurie,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:soft-cheeses,en:soft-cheeses-with-bloomy-rind,en:french-cheeses,en:unpasteurised-cheeses,en:neufchatel-cheese-from-cow-s-milk","LAIT CRU, SEL, FERMENTS LACTIQUES ET D'AFFINAGE (LAIT), PRÉSURE.",,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3023260027607,La tomme de brebis,Lou Pérac,Fromage de brebis,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:mountain-products,en:french-cheeses,en:mountain-cheeses,en:sheep-s-milk-cheeses,en:tomme-cheese-from-cow-s-milk,fr:tomme-de-brebis","Lait pasteurisé de brebis (origine : France), sel, coagulant, ferments lactiques (lait) et d'affinage, colorant de la croûte : caramel.",sheep,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",sheep,,sheep,kw:sheep
3023260029656,Salakis Tomate Romarin,Salakis,"fromage de brebis au lait pasteurisé, dans l'huile de colza aromatisée à la tomate et au romarin","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:french-cheeses,en:pasteurized-cheeses,en:sheep-s-milk-cheeses","huile de colza 48,1% min, fromage de brebis au lait pasteurisé origine France (_lait_), tomate, romarin, arôme naturel,",sheep,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",sheep,,sheep,kw:sheep
3023260029731,Pur brebis Ossau-Iraty,"Istara,Lactalis,SNC Pyrénéfrom",fromage au lait pasteurisé de brebis,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:pasteurised-products,en:french-cheeses,en:uncooked-pressed-cheeses,en:pasteurized-cheeses,en:sheep-s-milk-cheeses,en:ossau-iraty-cheeses",lait pasteurisé de brebis,sheep,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",sheep,,sheep,kw:sheep
3023260030980,Roquefort Société,"Lactalis,Société",ROQUEFORT AOP au lait cru de brebis,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:blue-veined-cheeses,en:french-blue-veined-cheeses,en:sheep-s-milk-cheeses,en:roquefort-cheeses",Roquefort AOP au lait cru de brebis,sheep,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",sheep,,sheep,named:roquefort
3023260031765,Weichkäse aus pasteurisierter Schafmilch,Salakis,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:sheep-s-milk-cheeses",Pasteurisierte Schafmilch,sheep,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",,,,unmatched
3023260031994,Bleu de brebis,"Lactalis, Société",,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:blue-veined-cheeses,en:french-cheeses,en:sheep-s-milk-cheeses","sheep's milk with pasteurized milk, salt, lactic and ripening ferments, rensure, penicillium roqueforti,",sheep,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",sheep,,sheep,named:roquefort
3023290018354,Lindahls kvarg raspberry,Nestle,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:desserts,en:dairy-desserts,en:quarks,en:cream-cheeses","pasteurised skimmed milk, water, lactic cultures, microbial rennet, natural flavouring, modified maize starch, colour, sweeteners, acidity regulator",,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3023290453926,Double UP Fromage Frais,Nestlé Munch Bunch,Layered Fromage Frais with Strawberry and Raspberry Puree,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:desserts,en:dairy-desserts,en:cream-cheeses","Fromage Frais (from _Milk_), Sugar, Cream (from _Milk_), Fruit Puree 3% (Strawberry 2.5%, Raspberry 0.5%), Modified Maize Starch, Flavourings, _Milk_ Mineral Concentrates, Thickeners (Guar Gum, Locust Bean Gum, Xanthan Gum), Fruit and Vegetable Concentrates (Carrot, Aronia, Grape), Acidity Regulator...",,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",,,,unmatched
3033490004743,Skyr,DANONE,SKYR,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:fromages-blancs-petit-suisses-and-skyr,en:yogurts,en:plain-fermented-dairy-desserts,en:skyrs,en:plain-skyrs","Lait écrémé, ferments lactiques (lait).",,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3033490506629,Jockey 3% de mg nature 1 kg x 1,"Danone, Jockey, Jockey natural","Spécialité laitière nature, enrichie en vitamine D","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:fresh-foods,en:plain-fermented-dairy-desserts,en:refrigerated-foods,fr:specialites-laitieres,fr:specialites-laitieres-nature-non-sucrees","Fromage blanc (64,9%) (LAIT), LAIT écrémé, crème (LAIT), poudre de LAIT écrémé, protéines de LAIT, ferments lactiques (LAIT), vitamine D",,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3033491225253,Danoino aux fruits fraise framboise abricot 50 g x 6,"Danone, Danonino, Danonino fruits",Fomage blanc sucr� aux fruits enrichi en calcium et en vitamine D,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:fermented-dairy-desserts-with-fruits,en:fromages-blancs-petit-suisses-and-skyr,en:yogurts,en:fruit-yogurts,en:quarks,fr:fromages-blancs,en:cream-cheeses","LAIT écrémé pasteurisé, sucre (8,1%), crème pasteurisée (LAIT), fruits (5,9%) : fraise, framboise, abricot jus de framboise à base de concentré (dans variété framboise), épaississants (amidons transformés: E1442, E1422), gomme guar: E412, protéines de LAIT, jus d'abricot à base de concentré (dans va...",,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3073780828642,Babybel Light Mini,Babybel,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:cheeses-from-the-united-kingdom,en:cheeses-from-england,en:cheddar-cheese","Milk, salt, lactic ferments, rennet.",cow,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3073780832717,Mini-Babybel Emmental x6,"Babybel, Bel, Mini babybel",Fromage,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:fresh-foods,en:cow-cheeses,en:pasteurised-products,en:french-cheeses,en:pasteurized-cheeses,en:cheeses-perishable,en:industrial-cheese,fr:fromages-degustations","pasteurized milk cheeses (of which emmental: 20%), water, salt,",cow,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,named:emmental
3073780881999,Mini Babybel Goat  x6,"Babybel, Mini babybel, bel",Spécialité fromagère,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:fresh-foods,en:french-cheeses,en:pasteurized-cheeses,en:industrial-cheese,fr:fromages-degustations","cow's milk cheese, fresh goat cheese: 10% (pasteurized milks), water, flavoring, preservative: potassium sorbate,",,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",goat,,goat,kw:goat
3073780960410,Apéricube,"Apéricube, Bel",Spécialité fromagère fondue,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:snacks,en:cheeses,en:salty-snacks,en:appetizers,en:processed-cheese,en:industrial-cheese,en:melted-cheese,fr:fromages-aperitif,fr:fromages-degustations","LAIT écrémé réhydraté (origine : France), FROMAGES (dont 13% de BLEU dans les cubes Bleu), BEURRE, sels de fonte (polyphosphates), protéines de LAIT, concentré LACTIQUE LAITIER, mix d'olives vertes 7% (olives vertes 3,9%, eau, sel, correcteur d'acidité (acide citrique)) dans les cubes Olive Verte, a...",,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3073780982726,Leerdammer Le Moelleux,"Bel, Leerdammer®",Fromage au lait pasteurisé,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:fresh-foods,en:cheeses-of-the-netherlands,en:pasteurized-cheeses,en:half-cooked-pressed-cheeses,en:industrial-cheese","skimmed milk, milk, cream, salt, lactic ferments, microbial coagulating enzyme, in the crust: dye: rocou, preservative: natamycin,",cow,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3073781011456,Light Dutch Cheese 8 Slices,Leerdammer,Reduced fat cheese,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:sliced-cheeses","milk , salt,  lactic  ferments, vegetarian rennet,",,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3073781031072,Light with Blue Cheese,The Laughing Cow,Reduced fat cheese spread with blue cheese,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:melted-cheese","skimmed milk, (water, skimmed milk powder), cheeses, blue cheese 13%, emulsifying salts: sodium polyphosphates, diphosphates, citrate and phosphates and citric acid, milk protein, butter, salt,",,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3073781053838,Leerdammer Caractère,"Bel, Leerdammer","Schnittkäse, 48% Fett i. Tr.","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:fresh-foods,en:pasteurised-products,en:cheeses-of-the-netherlands,en:pasteurized-cheeses,en:sliced-cheeses","pasteurisierte Milch, Speisesalz, Milchsäurebakterien, mikrobielles Lab",cow,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3073781055979,Apéricube Carrément Toqué 48 Cubes,Apéricube,Spécialité fromagère fondue,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cheese-preparations,en:processed-cheeses,en:cheese-appetizers,en:cheeses-perishable,fr:fromages-degustations","LAIT écrémé réhydraté (origine : France), FROMAGES, BEURRE, sels de fonte (polyphosphates), concentré LACTIQUE LAITIER, protéines de LAIT, préparation (arôme naturel, jus de concentré de SAUMON fumé, GÉLATINE DE POISSON, sel, pâte d'ANCHOIS) et mix aneth 1% (aneth 35%, sel, sucre, oignon, poivre bla...",,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3073781056259,Apéricube Viva Espana 🇪🇸 48 Cube,ApéricubeBel,Spécialité fromagère fondue avec arômes naturels,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:snacks,en:cheeses,en:salty-snacks,en:appetizers,en:cheese-preparations,en:processed-cheeses,en:cheese-appetizers,en:cheeses-perishable,en:industrial-cheese,fr:apericube","LAIT écrémé réhydraté, FROMAGES, BEURRE, sel de fonte (polyphosphates), concentré LACTIQUE LAITIER, protéines de LAIT, arôme naturel (LAIT de vache et LAIT de chèvre) dans les cubes saveur 3 Fromages, préparation alimentaire pour fromage (arôme naturel, jus concentré de saumon fumé, eau, sel, pâte d...",,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",goat,,goat,named:chèvre
3073781069716,Babybel,"Babybel, Bel",Fromage au lait pasteurisé,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:pasteurised-products,en:pasteurized-cheeses","_Lait_ pasteurisé (origine France), sel, ferments _lactiques_, coagulant.",,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3073781081558,Apéricube Recettes aux herbes 48C,"Apéricube, Bel",BEL,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:processed-cheese,en:melted-cheese,fr:fromages-aperitif,fr:fromages-degustations","Les ingrédients de vos bons petits cubes : du LAIT écrémé réhydraté (origine : France), des FROMAGES, du BEURRE, des protéines de LAIT, des sels de fonte (polyphosphates), indispensables pour lier les ingrédients et obtenir une texture onctueuse, 5% de mix aromatique (eau, LACTOSÉRUM en poudre, FROM...",,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3073781081909,Mini Light,Babybel,Natural reduced fat cheese,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses","pasteurised milk, salt, lactic ferments, vegetarian rennet",,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3073781095029,Babybel Bio,"Bel,Mini Babybel",Fromage,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:soft-cheeses,en:soft-cheese-with-a-natural-rind,en:cheeses-for-kids,fr:fromages-degustations","organic milk pasteurized 98% (origin: france), salt, lactic ferments, microbial coagulant,",,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3073781115673,Leerdammer L'Original 8 tranches,LEERDAMMER,Fromage au lait pasteurisé,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:pasteurized-cheeses,en:sliced-cheeses","_Lait_ pasteurisé, sel, ferments _lactiques_, enzyme coagulante microbienne",,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3073781164336,Aperitivo cubetti,Leerdammer,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses","latte, crema di latte, fichi secchi (4.6%), noci pecan 3%, fermenti lattici, destrosio, sale, amido modificato, noci 0,38%, anacardi 0,38%, conservante: sorbato di potassio",cow,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3077200032602,Queso Brie,Tours de Paris,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:soft-cheeses,en:cow-cheeses,en:soft-cheeses-with-bloomy-rind,en:french-cheeses,en:bries,en:melted-cheese","leche pasteurizada, sal, cultivo iniciador y maduración, cuajo animal",cow,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,named:brie
3090291117850,Le vieux pané,"Fromageries Perreault, Le Vieux Pané, Savencia",Fromage à pâte molle au lait de vache pasteurisé,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:soft-cheeses,en:cow-cheeses,en:soft-cheeses-with-bloomy-rind,en:pasteurised-products,en:pasteurized-cheeses,en:soft-cheeses-with-washed-rind","Lait de vache (origine: France), sel, ferments.",cow,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:cow
3090291118239,Vieux Pané,"Fromageries Perreault, Savencia, Vieux Pané",Fromage à pâte molle à la crème au lait de vache français pasteurisé.,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:soft-cheeses,en:cow-cheeses,en:pasteurised-products,en:french-cheeses,en:soft-cheeses-with-washed-rind,en:pasteurized-cheeses","_Lait_ de vache (origine : France), sel, ferments,",cow,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:cow
3090291120416,Fol Epi Kürbiskern,"Fol Epi, Fromageries Perreault, Savencia",,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:sliced-cheeses,en:franzosischer-kase,en:kuhmilchkase,en:kase,en:pasteurisierter-kase,en:scheibenkase","_pasteurisierte Kuhmilch_, Kürbiskerne (3%), Speisesalz, Käsekulturen, mikrobielles Lab, Farbstoffe (in der Kruste): Carotin, Karamell",cow,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",,,,unmatched
3090291276076,cremig-zarte Scheiben,"Géramont, Savencia",Französicher Weichkäse aus pasteurisierter Kuhmilch,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:pasteurised-products,en:pasteurized-cheeses,en:sliced-cheeses,en:franzosischer-kase,en:kuhmilchkase,en:kase,en:pasteurisierter-kase,en:scheibenkase","Pasteurisierte Kuhmilch, Käsereikulturen, Speisesalz, Farbstoffe: Annatto, Calciumcarbonat",cow,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:cow
3090291393209,Fol Epi a la Pesto,"Fol Epi, Fromageries Perreault, Savencia","Französische Schnittkäsezubereitung aus pasteurisierter Milch mit Pesto ummantelt, 50% Fett i. Tr.","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:french-cheeses,en:sliced-cheeses","pasteurisierte _Kuhmilch_, Käsereikulturen, Speisesalz, Basilikum, Käsepulver nach italienischer Art, Spinat, natürliches Knoblaucharoma mit anderen natürlichen Aromen, mikrobielles Lab",cow,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3123930611355,Emmental,Entremont,Emmental,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:hard-cheeses,en:emmentaler","cows' milk, salt, lactic starters, enzyme",cow,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,named:emmental
3123930612505,Emmental Francese,"Entremont, Sodiaal","French Emmental, hard cheese","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:fresh-foods,en:hard-cheeses,en:emmentaler,en:french-cheeses,en:french-emmentaler,en:pasteurized-cheeses,en:industrial-cheese","Milk (Origin: France), salt, lactic starters. Packaged in a protective atmosphere. Keep refrigerated at max. To be consumed within 5 days",cow,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,named:emmental
3123930650026,Comté,Entremont,Fromage à pâte pressée cuite,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:hard-cheeses,en:unpasteurised-products,en:french-cheeses,en:unpasteurised-cheeses,en:comte,en:aoc-cheeses,en:labeled-cheeses,fr:produits-aoc,fr:produits-labellises","_Lait_ cru, sel, ferments _lactiques_, présure",cow,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,named:comté
3123930650064,Comté,EntreMont,"Hard cheese, PDO","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:hard-cheeses,en:french-cheeses,en:comte","Lait cru, sel, ferments lactiques, présure",,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,named:comté
3123930650149,Comté Le Caractère 12 Mois,Entremont,"Fromage à pâte pressée cuite, AOP","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:fresh-foods,en:hard-cheeses,en:french-cheeses,en:unpasteurised-cheeses,en:comte","Lait cru, sel, ferments lactiques, présure.",cow,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,named:comté
3123930710737,L'emmental français extra fin,EntreMont,gruyere rapé,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:fresh-foods,en:hard-cheeses,en:emmentaler,en:french-cheeses,en:french-emmentaler,en:grated-cheese,en:grated-emmentaler","Lait (Origine : France), sel, ferments lactiques, coagulant.",cow,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,named:emmental
3123930711758,L'Emmental Français Extra fin,EntreMont,"Fromage français râpé rapé, fromage à pâte pressée cuite","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:hard-cheeses,en:emmentaler,en:french-cheeses,en:french-emmentaler,en:grated-cheese,en:grated-emmentaler","lait (Origine : France), sel, ferments lactiques. àre",cow,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,named:emmental
3123930715008,L'emmental râpé extra fin (28 % MG),EntreMont,Emmental râpé,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:fresh-foods,en:hard-cheeses,en:emmentaler,en:french-cheeses,en:french-emmentaler,en:grated-cheese,en:grated-emmentaler,en:industrial-cheese,fr:fromage-a-pate-cuite,fr:fromage-a-pate-pressee","Lait (Origine : France), sel, ierments lactiques.",cow,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,named:emmental
3123930771059,Comté,Entremont,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:hard-cheeses,en:french-cheeses,en:unpasteurised-cheeses,en:comte,en:grated-cheese,fr:fromages-aoc,fr:fromages-labellises","_Lait_ cru, sel, ferments lactiques, présure.",,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,named:comté
3123931280505,Raclette Saveur d'Antan,Entremont,"Fromage industriel, à pâte pressée non cuite, au lait entier pasteurisé de vache, en tranches","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:fresh-foods,en:uncooked-pressed-cheeses,en:pasteurized-cheeses,en:raclette,en:sliced-cheeses,en:industrial-cheese","_Lait_ de vache pasteurisé (Origine : France), sel, ferments lactiques, coagulant, conservateur de surface: E235,",cow,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:cow
3123937110141,Fromage,Entremont,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses","Lait pasteurisé (Origine : France), sel, ferments lactiques, coagulant. Conditionné sous atmosphère protectrice.",cow,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3155250321799,BRIDELIGHT LE BON MOELLEUX ALLEGE 5%MG 350g,Bridelight,Fromage au lait pasteurisé.,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:soft-cheeses,en:cow-cheeses,en:soft-cheeses-with-bloomy-rind,en:pasteurised-products,en:french-cheeses,en:refrigerated-foods,en:pasteurized-cheeses,en:soft-cheese-with-a-natural-rind,en:soft-cheeses-with-washed-rind,en:industrial-cheese","LAIT (origine France), ferments lactiques et d'affinage, sel",cow,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:milk-default-cow
3155250346327,Carré Gourmet,President,"Weichkäse aus pasteurisierter Kuhmilch, 55% Fett i. Tr.","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:soft-cheeses,en:cow-cheeses,en:soft-cheeses-with-bloomy-rind","pasteurisierte _Kuhmilch_, französische Crème Fraîche (3,5%), Salz, Milchsäurebakterien, Reifungskulturen, mikrobielles Lab.  pasteurisierte _Kuhmilch_, französische Crème Fraîche (3,5%), Salz, Milchsäurebakterien, Reifungskulturen, Lab",cow,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,kw:cow
3161710000678,Camembert,Géramont,Französischer Weichkäse aus pasteurisierter Kuhmilch Doppelrahmstufe,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:soft-cheeses,en:cow-cheeses,en:soft-cheeses-with-bloomy-rind,en:camemberts","Pasteurisierte Kuhmilch, Rahm, Käsereikulturen, Lab, Speisesalz.",cow,,,,no_llm_data,"cow, goat, sheep, buffalo, mixed, other",cow,,cow,named:camembert
